Online_months,stateabb,sedaadmin,sedaadminname,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
7,MI,2628170,PINCONNING AREA SCHOOLS,-0.0485,0.06049908,-0.0518,0.0513,-0.168,0.06484628,-0.168,0.0551,-0.12,0.08870178,-0.116,0.0597,621,482,6,6,103.5,80.3
2,MI,2628200,PINE RIVER AREA SCHOOLS,-0.254,0.06465105,-0.231,0.054,-0.293,0.06862937,-0.317,0.0578,-0.0392,0.09429872,-0.0859,0.0613,494,434,6,6,82.3,72.3
9,MI,2628530,PLAINWELL COMMUNITY SCHOOLS,0.153,0.05698894,0.109,0.0485,-0.121,0.05799493,-0.0838,0.0505,-0.275,0.08128219,-0.193,0.0571,1264,1122,6,6,210.7,187.0
8,MI,2628560,PLYMOUTH-CANTON COMMUNITY SCHOOLS,0.484,0.05079252,0.48,0.0442,0.395,0.05172947,0.389,0.0459,-0.0892,0.07247157,-0.0906,0.0538,7511,6716,6,6,1251.8,1119.3
8,MI,2628740,PONTIAC CITY SCHOOL DISTRICT,-0.786,0.0567981,-0.787,0.0505,-1.02,0.08814555,-0.988,0.0667,-0.229,0.10487117,-0.201,0.0643,1895,749,6,3,315.8,249.7
6,MI,2628830,PORT HURON AREA SCHOOL DISTRICT,-0.321,0.05229754,-0.33,0.0453,-0.506,0.05435231,-0.495,0.0478,-0.184,0.07539853,-0.164,0.055,3694,3056,6,6,615.7,509.3
0,MI,2628890,HOUGHTON-PORTAGE TOWNSHIP SCHOOL DISTRICT,0.527,0.06368205,0.548,0.053,0.577,0.06395754,0.537,0.0549,0.0499,0.09019695,-0.011,0.06,629,632,6,6,104.8,105.3
9,MI,2628950,PORTAGE PUBLIC SCHOOLS,0.346,0.05179658,0.306,0.0449,0.0765,0.05278808,0.109,0.0466,-0.27,0.07392734,-0.198,0.0544,3864,3740,6,6,644.0,623.3
5,MI,2629250,QUINCY COMMUNITY SCHOOLS,-0.186,0.05932077,-0.134,0.0502,-0.115,0.06142119,-0.168,0.0529,0.0706,0.08537806,-0.0337,0.0585,580,518,6,6,96.7,86.3
9,MI,2629370,RAVENNA PUBLIC SCHOOLS,-0.14,0.06510607,-0.207,0.0545,-0.525,0.07060502,-0.45,0.0591,-0.385,0.09601702,-0.243,0.0617,454,449,6,6,75.7,74.8
1,MI,2629490,REED CITY AREA PUBLIC SCHOOLS,-0.16,0.06121938,-0.149,0.0516,-0.26,0.06407845,-0.271,0.0548,-0.0991,0.08856765,-0.122,0.0595,646,604,6,6,107.7,100.7
9,MI,2629540,REETHS-PUFFER SCHOOLS,-0.0888,0.05496503,-0.102,0.0472,-0.278,0.0568967,-0.266,0.0496,-0.19,0.07908516,-0.164,0.0563,1657,1539,6,6,276.2,256.5
1,MI,2629670,RICHMOND COMMUNITY SCHOOLS,-0.0353,0.05997924,-0.0104,0.0506,-0.0427,0.06178058,-0.0726,0.0533,-0.00734,0.08594573,-0.0622,0.0587,630,653,6,6,105.0,108.8
9,MI,2629910,RIVERVIEW COMMUNITY SCHOOL DISTRICT,-0.133,0.05520566,-0.134,0.0473,-0.28,0.05699068,-0.279,0.0497,-0.147,0.07930357,-0.145,0.0564,1250,1175,6,6,208.3,195.8
6,MI,2629940,ROCHESTER COMMUNITY SCHOOL DISTRICT,0.66,0.05113876,0.636,0.0444,0.513,0.05173374,0.524,0.0459,-0.148,0.07270062,-0.112,0.0539,6900,6557,6,6,1150.0,1092.8
0,MI,2630030,ROCKFORD PUBLIC SCHOOLS,0.507,0.05179607,0.515,0.0449,0.496,0.05280785,0.476,0.0467,-0.0104,0.07391647,-0.0387,0.0544,3418,3273,6,6,569.7,545.5
7,MI,2630090,ROMEO COMMUNITY SCHOOLS,0.165,0.05278853,0.194,0.0456,0.198,0.05383969,0.163,0.0474,0.0327,0.07536407,-0.031,0.0549,2249,2236,6,6,374.8,372.7
6,MI,2630120,ROMULUS COMMUNITY SCHOOLS,-0.489,0.05984395,-0.523,0.0518,-0.809,0.07676026,-0.741,0.0615,-0.32,0.09736205,-0.218,0.062,1119,793,6,5,186.5,158.6
2,MI,2630210,ROSEVILLE COMMUNITY SCHOOLS,-0.557,0.05499162,-0.584,0.0475,-0.848,0.05993378,-0.809,0.0516,-0.29,0.08135772,-0.225,0.0573,2134,1942,6,6,355.7,323.7
7,MI,2630300,ROYAL OAK SCHOOLS,0.228,0.05352646,0.2,0.0461,0.0371,0.05451905,0.057,0.0479,-0.191,0.07638837,-0.143,0.0553,2290,2113,6,6,381.7,352.2
6,MI,2630450,SAGINAW TOWNSHIP COMMUNITY SCHOOLS,-0.147,0.05377811,-0.163,0.0464,-0.344,0.05583575,-0.328,0.0489,-0.197,0.07745997,-0.165,0.0558,2092,1899,6,6,348.7,316.5
6,MI,2630660,SALINE AREA SCHOOLS,0.612,0.05373996,0.59,0.0463,0.475,0.05517076,0.483,0.0484,-0.138,0.07694994,-0.107,0.0555,2296,2026,6,6,382.7,337.7
0,MI,2630840,SANDUSKY COMMUNITY SCHOOL DISTRICT,0.116,0.06519806,0.113,0.0543,0.0212,0.06730382,0.0174,0.057,-0.0951,0.09372344,-0.0952,0.0611,486,444,6,6,81.0,74.0
2,MI,2630990,SAULT STE. MARIE AREA SCHOOLS,0.117,0.05857264,0.0974,0.0498,-0.0518,0.06349953,-0.0382,0.0542,-0.168,0.08624832,-0.136,0.0587,806,720,6,6,134.3,120.0
9,MI,2631020,SCHOOLCRAFT COMMUNITY SCHOOLS,0.453,0.06779479,0.435,0.0557,0.325,0.06779967,0.325,0.0576,-0.128,0.09587131,-0.11,0.0616,467,463,6,6,77.8,77.2
0,MI,2631320,SHELBY PUBLIC SCHOOLS,-0.321,0.06238597,-0.3,0.0524,-0.403,0.06524571,-0.421,0.0556,-0.0828,0.09025961,-0.12,0.0601,565,510,6,6,94.2,85.0
6,MI,2631380,SHEPHERD PUBLIC SCHOOLS,-0.0156,0.05864345,-0.0197,0.0497,-0.163,0.06074693,-0.16,0.0525,-0.148,0.08436187,-0.14,0.0582,840,755,6,6,140.0,125.8
1,MI,2632220,SOUTH LAKE SCHOOLS,-0.457,0.06357176,-0.501,0.0544,-0.793,0.08055433,-0.719,0.0644,-0.336,0.10255295,-0.219,0.0637,708,550,6,5,118.0,110.0
9,MI,2632250,SOUTH LYON COMMUNITY SCHOOLS,0.28,0.05125064,0.286,0.0445,0.214,0.05254998,0.201,0.0465,-0.0662,0.0733752,-0.0848,0.0542,4059,3715,6,6,676.5,619.2
5,MI,2632280,SOUTH REDFORD SCHOOL DISTRICT,-0.51,0.05720299,-0.512,0.0489,-0.685,0.061499,-0.676,0.0528,-0.174,0.08398428,-0.163,0.0581,1459,1186,6,6,243.2,197.7
9,MI,2632300,SOUTH HAVEN PUBLIC SCHOOLS,-0.195,0.05971686,-0.237,0.0508,-0.48,0.06443693,-0.432,0.0547,-0.285,0.08786595,-0.195,0.0594,897,779,6,6,149.5,129.8
9,MI,2632310,SOUTHFIELD PUBLIC SCHOOL DISTRICT,-0.528,0.05355739,-0.532,0.0463,-0.711,0.05710303,-0.701,0.0497,-0.183,0.07825124,-0.169,0.0561,2472,2051,6,6,412.0,341.8
9,MI,2632340,SOUTHGATE COMMUNITY SCHOOL DISTRICT,-0.265,0.05523673,-0.308,0.0476,-0.583,0.06017263,-0.534,0.0518,-0.318,0.0816569,-0.226,0.0573,1472,1275,6,6,245.3,212.5
1,MI,2632370,SPARTA AREA SCHOOLS,0.212,0.05584195,0.167,0.0479,-0.0548,0.05806912,-0.0164,0.0504,-0.267,0.08056026,-0.183,0.0569,1055,966,6,6,175.8,161.0
0,MI,2632550,SPRING LAKE PUBLIC SCHOOLS,0.81,0.05695873,0.78,0.0486,0.718,0.05989722,0.718,0.0519,-0.0927,0.0822946,-0.062,0.0576,1090,998,6,6,181.7,166.3
9,MI,2632610,SPRINGPORT PUBLIC SCHOOLS,-0.126,0.06226372,-0.162,0.0526,-0.391,0.06910055,-0.351,0.0578,-0.265,0.09300849,-0.188,0.0609,428,442,6,6,71.3,73.7
9,MI,2632670,LAKE SHORE PUBLIC SCHOOLS (MACOMB),-0.0555,0.05444223,-0.099,0.0469,-0.363,0.05685754,-0.32,0.0495,-0.307,0.07872045,-0.221,0.0562,1379,1284,6,6,229.8,214.0
1,MI,2632820,ST. JOHNS PUBLIC SCHOOLS,0.0839,0.05580557,0.096,0.0478,0.0308,0.05812533,0.0136,0.0506,-0.0531,0.08049468,-0.0824,0.0569,1255,1067,6,6,209.2,177.8
5,MI,2632850,ST. JOSEPH PUBLIC SCHOOLS,0.593,0.05657016,0.519,0.0483,0.236,0.0584516,0.297,0.0508,-0.357,0.08122345,-0.222,0.0571,1292,1243,6,6,215.3,207.2
0,MI,2632880,ST. LOUIS PUBLIC SCHOOLS,-0.342,0.06163171,-0.39,0.0523,-0.7,0.0692119,-0.637,0.0579,-0.359,0.09264374,-0.247,0.0609,483,456,6,6,80.5,76.0
4,MI,2632940,STANDISH-STERLING COMMUNITY SCHOOLS,0.123,0.05916641,0.131,0.0504,0.0793,0.06473512,0.0602,0.055,-0.044,0.0876075,-0.0705,0.0594,688,612,6,6,114.7,102.0
9,MI,2633030,STOCKBRIDGE COMMUNITY SCHOOLS,0.00301,0.06063148,-0.000158,0.0515,-0.116,0.06737129,-0.118,0.0567,-0.119,0.09061553,-0.117,0.0602,567,487,6,6,94.5,81.2
6,MI,2633090,STURGIS PUBLIC SCHOOLS,-0.43,0.05700362,-0.396,0.0485,-0.444,0.05730093,-0.473,0.0501,-0.0132,0.08076588,-0.0764,0.0569,1432,1288,6,6,238.7,214.7
9,MI,2633410,SWAN VALLEY SCHOOL DISTRICT,0.216,0.05815243,0.223,0.0494,0.171,0.06044369,0.155,0.0521,-0.0452,0.08390983,-0.0682,0.0579,804,765,6,6,134.0,127.5
9,MI,2633420,SWARTZ CREEK COMMUNITY SCHOOLS,-0.137,0.05386281,-0.158,0.0464,-0.372,0.05540208,-0.351,0.0486,-0.236,0.07722464,-0.193,0.0556,1606,1475,6,6,267.7,245.8
0,MI,2633510,TAWAS AREA SCHOOLS,0.0991,0.05991471,0.0622,0.0508,-0.128,0.06351396,-0.0959,0.0543,-0.227,0.08728614,-0.158,0.0592,536,491,6,6,89.3,81.8
9,MI,2633540,TAYLOR SCHOOL DISTRICT,-0.519,0.05312019,-0.553,0.0461,-0.863,0.05812323,-0.816,0.0503,-0.344,0.07867213,-0.262,0.0563,2784,2289,6,6,464.0,381.5
9,MI,2633720,TECUMSEH PUBLIC SCHOOLS,-0.0533,0.05578306,-0.0268,0.0477,-0.065,0.05677362,-0.0934,0.0496,-0.0117,0.07956748,-0.0665,0.0564,1197,1127,6,6,199.5,187.8
0,MI,2633810,THORNAPPLE KELLOGG SCHOOL DISTRICT,0.0959,0.05528682,0.106,0.0473,0.05,0.05551025,0.0347,0.0487,-0.0459,0.07833244,-0.071,0.0561,1433,1405,6,6,238.8,234.2
5,MI,2633840,THREE RIVERS COMMUNITY SCHOOLS,-0.111,0.05699665,-0.0806,0.0487,-0.0785,0.05971429,-0.114,0.0516,0.0325,0.08251489,-0.0339,0.0576,1203,1016,6,6,200.5,169.3
1,MI,2633870,TRAVERSE CITY AREA PUBLIC SCHOOLS,0.133,0.05160384,0.147,0.0448,0.092,0.05263556,0.0738,0.0465,-0.0413,0.07367786,-0.0728,0.0543,3991,3694,6,6,665.2,615.7
7,MI,2633900,TRENTON PUBLIC SCHOOLS,0.273,0.05625313,0.242,0.048,0.0852,0.05742387,0.105,0.0501,-0.188,0.08028501,-0.138,0.0568,1081,1005,6,6,180.2,167.5
2,MI,2633930,TRI COUNTY AREA SCHOOLS,-0.254,0.05977978,-0.207,0.0504,-0.212,0.0596523,-0.256,0.0518,0.0419,0.08443687,-0.049,0.0582,844,740,6,6,140.7,123.3
9,MI,2634260,TROY SCHOOL DISTRICT,0.782,0.05242235,0.762,0.0454,0.658,0.05343645,0.662,0.0471,-0.124,0.07483315,-0.0994,0.0547,5854,5425,6,6,975.7,904.2
9,MI,2634410,UNION CITY COMMUNITY SCHOOLS,-0.217,0.06512006,-0.204,0.0544,-0.328,0.06917397,-0.341,0.0582,-0.111,0.09500185,-0.137,0.0614,503,387,6,6,83.8,64.5
9,MI,2634470,UTICA COMMUNITY SCHOOLS,0.221,0.05000504,0.201,0.0436,0.0363,0.05070259,0.0503,0.0451,-0.185,0.0711833,-0.15,0.0532,11989,10952,6,6,1998.2,1825.3
1,MI,2634560,VAN BUREN PUBLIC SCHOOLS,-0.34,0.05481911,-0.331,0.0471,-0.453,0.05755549,-0.46,0.0501,-0.113,0.07944353,-0.13,0.0565,1930,1586,6,6,321.7,264.3
4,MI,2634680,VAN DYKE PUBLIC SCHOOLS,-0.618,0.06119815,-0.612,0.0524,-0.773,0.07304747,-0.761,0.0598,-0.155,0.09526757,-0.149,0.0616,1031,677,6,5,171.8,135.4
9,MI,2634950,VICKSBURG COMMUNITY SCHOOLS,0.256,0.05605907,0.239,0.0479,0.101,0.05730073,0.11,0.05,-0.155,0.08014114,-0.129,0.0567,1189,1089,6,6,198.2,181.5
4,MI,2635160,WALLED LAKE CONSOLIDATED SCHOOLS,0.337,0.05076729,0.315,0.0442,0.177,0.05169307,0.189,0.0458,-0.16,0.0724041,-0.126,0.0538,6102,5235,6,6,1017.0,872.5
9,MI,2635190,WARREN CONSOLIDATED SCHOOLS,-0.162,0.05056376,-0.167,0.044,-0.306,0.05158312,-0.302,0.0457,-0.144,0.07219772,-0.135,0.0537,6152,5421,6,6,1025.3,903.5
0,MI,2635220,WARREN WOODS PUBLIC SCHOOLS,-0.187,0.05504023,-0.193,0.0472,-0.355,0.05617444,-0.348,0.0492,-0.168,0.07858176,-0.154,0.0562,1359,1267,6,6,226.5,211.2
4,MI,2635310,WATERFORD SCHOOL DISTRICT,-0.212,0.05209024,-0.22,0.0452,-0.38,0.05382047,-0.372,0.0474,-0.168,0.07486622,-0.153,0.0548,3514,2922,6,6,585.7,487.0
3,MI,2635460,WATERVLIET SCHOOL DISTRICT,0.0376,0.05952715,-0.00142,0.0505,-0.217,0.06365335,-0.18,0.0544,-0.254,0.08708851,-0.179,0.0592,611,589,6,6,101.8,98.2
9,MI,2635520,WAVERLY COMMUNITY SCHOOLS,-0.293,0.05621222,-0.349,0.0484,-0.688,0.06308886,-0.617,0.0538,-0.395,0.08437812,-0.268,0.0583,1328,1205,6,6,221.3,200.8
6,MI,2635550,WAYLAND UNION SCHOOLS,0.355,0.05595119,0.319,0.0479,0.144,0.05767176,0.17,0.0502,-0.212,0.08035634,-0.15,0.0568,1363,1217,6,6,227.2,202.8
9,MI,2635820,WEST BLOOMFIELD SCHOOL DISTRICT,0.167,0.054124,0.136,0.0466,-0.0477,0.05612425,-0.0233,0.0491,-0.215,0.07790584,-0.159,0.0559,2178,1870,6,6,363.0,311.7
0,MI,2635850,WEST BRANCH-ROSE CITY AREA SCHOOLS,0.0516,0.05599062,0.0236,0.0478,-0.164,0.05702946,-0.141,0.0498,-0.216,0.07988347,-0.165,0.0566,912,880,6,6,152.0,146.7
0,MI,2635910,WEST OTTAWA PUBLIC SCHOOL DISTRICT,0.0169,0.0527866,0.0118,0.0456,-0.11,0.05413917,-0.108,0.0476,-0.127,0.07558539,-0.12,0.055,2864,2746,6,6,477.3,457.7
0,MI,2635940,WESTERN SCHOOL DISTRICT,0.0576,0.05552577,0.0648,0.0476,-0.00309,0.05785759,-0.0156,0.0503,-0.0607,0.08018606,-0.0804,0.0567,1284,1136,6,6,214.0,189.3
0,MI,2636060,WHITE CLOUD PUBLIC SCHOOLS,-0.408,0.06700935,-0.386,0.0556,-0.477,0.07005722,-0.494,0.0589,-0.069,0.09695522,-0.108,0.0619,423,402,6,6,70.5,67.0
9,MI,2636300,WHITEHALL DISTRICT SCHOOLS,0.16,0.06082844,0.156,0.0511,0.0724,0.06151797,0.0673,0.0531,-0.0881,0.08646828,-0.0889,0.0588,882,819,6,6,147.0,136.5
6,MI,2636420,WILLIAMSTON COMMUNITY SCHOOLS,0.545,0.05927763,0.479,0.05,0.251,0.05913582,0.298,0.0515,-0.294,0.08353153,-0.181,0.0579,789,821,6,6,131.5,136.8
8,MI,2636485,WOODHAVEN-BROWNSTOWN SCHOOL DISTRICT,0.0434,0.052871,0.0241,0.0457,-0.139,0.05468376,-0.124,0.048,-0.183,0.07605368,-0.148,0.0552,2298,2355,6,6,383.0,392.5
6,MI,2636540,WYANDOTTE SCHOOL DISTRICT OF THE CITY OF,-0.276,0.05382937,-0.297,0.0465,-0.501,0.05711676,-0.478,0.0497,-0.225,0.07846562,-0.182,0.0561,1993,1649,6,6,332.2,274.8
2,MI,2636570,WYOMING PUBLIC SCHOOLS,-0.385,0.05401455,-0.393,0.0466,-0.575,0.05690366,-0.563,0.0495,-0.19,0.07845448,-0.169,0.0561,1912,1681,6,6,318.7,280.2
1,MI,2636600,YALE PUBLIC SCHOOLS,0.251,0.05831048,0.258,0.0495,0.213,0.05980824,0.196,0.0517,-0.0385,0.08352487,-0.0628,0.0578,842,782,6,6,140.3,130.3
0,MI,2636660,ZEELAND PUBLIC SCHOOLS,0.329,0.05215481,0.321,0.0452,0.24,0.05339919,0.238,0.0471,-0.0886,0.0745831,-0.0827,0.0546,2704,2639,6,6,450.7,439.8
5,MN,2700006,MAPLE RIVER SCHOOL DISTRICT,0.584,0.07439176,0.524,0.0623,0.18,0.07548824,0.222,0.0657,-0.404,0.10598339,-0.302,0.0732,402,414,6,6,67.0,69.0
1,MN,2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,0.0195,0.06863961,0.0245,0.0584,-0.218,0.07115761,-0.22,0.0624,-0.237,0.09886383,-0.245,0.0706,895,863,6,6,149.2,143.8
7,MN,2700013,WATERVILLE-ELYSIAN-MORRISTOWN,0.474,0.07781797,0.424,0.0645,0.0787,0.07876735,0.113,0.0682,-0.395,0.11070559,-0.311,0.0749,393,349,6,6,65.5,58.2
9,MN,2700017,CHISAGO LAKES SCHOOL DISTRICT,0.43,0.06573419,0.422,0.0564,0.13,0.06612061,0.128,0.0588,-0.3,0.09324477,-0.293,0.0685,1590,1461,6,6,265.0,243.5
8,MN,2700019,MINNEWASKA SCHOOL DISTRICT,0.407,0.07310386,0.428,0.0614,0.281,0.07222927,0.251,0.0634,-0.126,0.10278916,-0.177,0.0722,599,619,6,6,99.8,103.2
4,MN,2700022,WADENA-DEER CREEK SCHOOL DISTRICT,0.027,0.07355857,0.0229,0.0619,-0.297,0.07624622,-0.29,0.0661,-0.324,0.10596035,-0.313,0.0732,472,465,6,6,78.7,77.5
5,MN,2700102,SIBLEY EAST SCHOOL DISTRICT,-0.0139,0.0737909,0.0317,0.0621,-0.0914,0.07770257,-0.134,0.0671,-0.0775,0.10716162,-0.166,0.0737,540,456,6,6,90.0,76.0
9,MN,2700104,WEST CENTRAL AREA,0.416,0.07419142,0.444,0.0623,0.267,0.07736961,0.227,0.0669,-0.149,0.10720137,-0.217,0.0737,378,341,6,6,63.0,56.8
7,MN,2700108,PIPESTONE AREA SCHOOL DISTRICT,-0.0325,0.07264258,0.0125,0.0612,-0.143,0.07381215,-0.182,0.0644,-0.111,0.10357405,-0.194,0.0724,510,458,6,6,85.0,76.3
5,MN,2700123,HOWARD LAKE-WAVERLY-WINSTED,0.199,0.07120515,0.211,0.0602,0.0054,0.0735143,-0.00868,0.0641,-0.194,0.10235351,-0.219,0.072,598,569,6,6,99.7,94.8
3,MN,2700124,FAIRMONT AREA SCHOOL DISTRICT,0.289,0.07035958,0.261,0.0594,-0.0601,0.0715187,-0.0401,0.0631,-0.349,0.10014048,-0.301,0.0712,797,748,6,6,132.8,124.7
9,MN,2700128,GLENCOE-SILVER LAKE SCHOOL DISTRICT,0.191,0.06995185,0.19,0.0594,-0.061,0.07235099,-0.0627,0.0633,-0.252,0.10064901,-0.253,0.0714,700,621,6,6,116.7,103.5
6,MN,2700130,BLUE EARTH AREA PUBLIC SCHOOL,0.0655,0.07301514,0.0593,0.0615,-0.265,0.07528,-0.257,0.0655,-0.33,0.1048764,-0.317,0.0729,489,454,6,6,81.5,75.7
6,MN,2700182,REDWOOD AREA SCHOOL DISTRICT,0.212,0.07651969,0.238,0.0635,0.0681,0.07378782,0.0425,0.0647,-0.144,0.10632536,-0.196,0.0734,519,486,6,6,86.5,81.0
5,MN,2700287,PLAINVIEW-ELGIN-MILLVILLE,0.548,0.07183956,0.534,0.0605,0.282,0.07115199,0.281,0.0626,-0.265,0.10113249,-0.254,0.0716,699,704,6,6,116.5,117.3
9,MN,2700379,TRI-CITY UNITED SCHOOL DISTRICT,0.125,0.07084539,0.138,0.0599,-0.0629,0.06993929,-0.0735,0.0617,-0.188,0.09957832,-0.211,0.071,832,860,6,6,138.7,143.3
4,MN,2700383,MORRIS AREA PUBLIC SCHOOLS,0.497,0.07402176,0.482,0.0621,0.234,0.075269,0.235,0.0655,-0.263,0.10557569,-0.248,0.0731,503,486,6,6,83.8,81.0
2,MN,2702760,AITKIN PUBLIC SCHOOL DISTRICT,0.289,0.07744116,0.353,0.0647,0.258,0.08309663,0.18,0.0709,-0.0303,0.11359251,-0.173,0.076,550,462,6,6,91.7,77.0
6,MN,2702930,ALBANY PUBLIC SCHOOL DISTRICT,0.652,0.07089279,0.62,0.0599,0.298,0.06901777,0.311,0.0611,-0.354,0.09906448,-0.309,0.0711,819,860,6,6,136.5,143.3
9,MN,2702970,ALBERT LEA PUBLIC SCHOOL DISTRICT,-0.0618,0.09120695,-0.0131,0.0717,-0.233,0.06918506,-0.243,0.0617,-0.171,0.11433892,-0.23,0.077,1040,1335,4,6,260.0,222.5
6,MN,2703060,ALEXANDRIA PUBLIC SCHOOL DISTRICT,0.585,0.06594236,0.56,0.0565,0.258,0.06641855,0.268,0.059,-0.327,0.09358765,-0.292,0.0687,1906,1757,6,6,317.7,292.8
9,MN,2703150,ANNANDALE PUBLIC SCHOOL DISTRICT,0.57,0.06925627,0.572,0.0588,0.392,0.06954027,0.376,0.0614,-0.177,0.09813553,-0.196,0.0705,959,943,6,6,159.8,157.2
9,MN,2703450,AUSTIN PUBLIC SCHOOL DISTRICT,-0.203,0.06596711,-0.172,0.0566,-0.426,0.0668605,-0.448,0.0593,-0.223,0.09394629,-0.276,0.0689,2395,2223,6,6,399.2,370.5
5,MN,2703570,BAGLEY PUBLIC SCHOOL DISTRICT,-0.102,0.08630998,-0.118,0.0678,-0.434,0.07571373,-0.419,0.0668,-0.332,0.11505387,-0.301,0.0747,411,412,5,6,82.2,68.7
9,MN,2703870,BECKER PUBLIC SCHOOL DISTRICT,0.488,0.06631069,0.488,0.0568,0.222,0.06717677,0.21,0.0595,-0.266,0.09439876,-0.278,0.069,1356,1267,6,6,226.0,211.2
6,MN,2704050,BELLE PLAINE PUBLIC SCHOOL DISTRICT,0.213,0.07909394,0.23,0.0652,0.0455,0.07187554,0.0376,0.0633,-0.167,0.1070516,-0.192,0.0742,621,689,5,6,124.2,114.8
9,MN,2704440,BEMIDJI PUBLIC SCHOOL DISTRICT,0.145,0.06470471,0.189,0.0558,0.0122,0.06628406,-0.0335,0.0588,-0.132,0.09264121,-0.222,0.0683,2325,2047,6,6,387.5,341.2
8,MN,2705460,BIG LAKE PUBLIC SCHOOL DISTRICT,0.506,0.06727687,0.464,0.0574,0.0924,0.06734958,0.121,0.0597,-0.414,0.09519965,-0.344,0.0694,1419,1309,6,6,236.5,218.2
6,MN,2705790,BLOOMINGTON PUBLIC SCHOOL DISTRICT,0.0195,0.06352664,0.0314,0.0549,-0.254,0.06492907,-0.264,0.0578,-0.274,0.09084265,-0.295,0.0676,4558,4040,6,6,759.7,673.3
4,MN,2706060,BRAHAM PUBLIC SCHOOL DISTRICT,0.329,0.07924412,0.3,0.0655,0.00839,0.07960951,0.0294,0.0687,-0.321,0.11234466,-0.27,0.0753,351,371,6,6,58.5,61.8
9,MN,2706090,BRAINERD PUBLIC SCHOOL DISTRICT,0.442,0.0637683,0.429,0.0551,0.124,0.06502998,0.128,0.0579,-0.318,0.09108584,-0.3,0.0676,3014,2656,6,6,502.3,442.7
9,MN,2707290,BURNSVILLE PUBLIC SCHOOL DISTRICT,-0.0585,0.06410647,-0.0617,0.0554,-0.374,0.066337,-0.366,0.0588,-0.316,0.09225799,-0.305,0.0681,3805,2861,6,6,634.2,476.8
9,MN,2707350,BYRON PUBLIC SCHOOL DISTRICT,0.777,0.06841244,0.754,0.0582,0.554,0.06956787,0.555,0.0615,-0.223,0.09748697,-0.198,0.0703,975,1027,6,6,162.5,171.2
4,MN,2707380,CALEDONIA PUBLIC SCHOOL DISTRICT,0.278,0.07663191,0.33,0.0638,0.219,0.07844203,0.161,0.0679,-0.0591,0.10966488,-0.168,0.0746,321,288,6,6,53.5,48.0
2,MN,2707470,CANBY PUBLIC SCHOOL DISTRICT,0.449,0.08048586,0.448,0.0663,0.242,0.08204432,0.229,0.0706,-0.207,0.1149177,-0.219,0.0762,254,262,6,6,42.3,43.7
9,MN,2707500,CANNON FALLS PUBLIC SCHOOL DISTRICT,0.272,0.07215117,0.298,0.061,0.0796,0.07567468,0.0463,0.0657,-0.192,0.10457339,-0.251,0.0729,551,451,6,6,91.8,75.2
6,MN,2708070,CASS LAKE-BENA PUBLIC SCHOOLS,-0.413,0.07362697,-0.44,0.0626,-0.903,0.08224736,-0.842,0.0694,-0.49,0.11030645,-0.402,0.0745,521,442,6,6,86.8,73.7
7,MN,2708100,CENTENNIAL PUBLIC SCHOOL DISTRICT,0.693,0.0642198,0.682,0.0553,0.493,0.06496489,0.488,0.0579,-0.2,0.09133465,-0.194,0.0677,2966,2942,6,6,494.3,490.3
9,MN,2708190,EASTERN CARVER COUNTY PUBLIC SCHOOL,0.416,0.06339153,0.433,0.0547,0.286,0.06404537,0.262,0.0572,-0.13,0.09011014,-0.171,0.0672,4213,3924,6,6,702.2,654.0
7,MN,2708220,CHATFIELD PUBLIC SCHOOLS,0.624,0.07619737,0.588,0.0634,0.322,0.07665327,0.339,0.0667,-0.302,0.10804589,-0.249,0.0739,436,392,6,6,72.7,65.3
6,MN,2709330,CLEVELAND PUBLIC SCHOOL DISTRICT,0.325,0.08037938,0.32,0.0658,0.118,0.07839263,0.113,0.0682,-0.207,0.11224982,-0.207,0.0751,233,240,6,6,38.8,40.0
5,MN,2709420,CLOQUET PUBLIC SCHOOL DISTRICT,0.333,0.06732363,0.285,0.0575,-0.074,0.06755647,-0.0346,0.0598,-0.407,0.09538849,-0.32,0.0694,1187,1144,6,6,197.8,190.7
5,MN,2709440,ROCORI PUBLIC SCHOOL DISTRICT,0.463,0.07071957,0.465,0.0595,0.229,0.06928938,0.218,0.0615,-0.234,0.09886831,-0.247,0.0708,954,948,6,6,159.0,158.0
4,MN,2709480,GREENWAY PUBLIC SCHOOL DISTRICT,0.222,0.07396902,0.24,0.062,0.0605,0.07448665,0.0394,0.065,-0.161,0.10498336,-0.201,0.0729,466,448,6,6,77.7,74.7
5,MN,2709720,CROOKSTON PUBLIC SCHOOL DISTRICT,0.237,0.07322348,0.252,0.0618,0.0314,0.07870389,0.0102,0.0678,-0.206,0.10750077,-0.242,0.074,544,481,6,6,90.7,80.2
2,MN,2710090,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,0.359,0.08731355,0.327,0.0684,0.0584,0.0779571,0.0684,0.0688,-0.301,0.11664976,-0.259,0.0754,222,246,5,6,44.4,41.0
