Online_months,stateabb,sedaadmin,sedaadminname,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
1,GA,1301530,CRAWFORD COUNTY,-0.249,0.05491702,-0.266,0.0479,-0.431,0.05724535,-0.417,0.0515,-0.183,0.07910546,-0.151,0.0607,797,707,6,6,132.8,117.8
1,GA,1301560,CRISP COUNTY,-0.327,0.05163107,-0.371,0.0456,-0.727,0.05407513,-0.676,0.0489,-0.4,0.0747514,-0.305,0.0586,1780,1558,6,6,296.7,259.7
0,GA,1301590,DADE COUNTY,0.0421,0.05485974,0.0459,0.0478,0.0167,0.05435829,0.00675,0.0493,-0.0254,0.07719781,-0.0392,0.0597,946,847,6,6,157.7,141.2
0,GA,1301620,DALTON PUBLIC SCHOOLS,-0.174,0.04844111,-0.17,0.0432,-0.246,0.04899333,-0.251,0.045,-0.0719,0.06887707,-0.081,0.0556,3495,3313,6,6,582.5,552.2
0,GA,1301650,DAWSON COUNTY,0.113,0.05104473,0.102,0.045,0.0355,0.0501434,0.0364,0.046,-0.0771,0.0715274,-0.0655,0.0569,1589,1685,6,6,264.8,280.8
10,GA,1301680,CITY SCHOOLS OF DECATUR,0.469,0.04983779,0.475,0.0442,0.564,0.05082534,0.541,0.0464,0.0952,0.0711505,0.0662,0.0568,2673,2607,6,6,445.5,434.5
1,GA,1301710,DECATUR COUNTY,-0.325,0.05044122,-0.327,0.0447,-0.427,0.05125938,-0.425,0.0468,-0.101,0.07191583,-0.0977,0.0572,2204,1774,6,6,367.3,295.7
10,GA,1301740,DEKALB COUNTY,-0.408,0.04565135,-0.416,0.0411,-0.608,0.04623501,-0.596,0.0428,-0.199,0.06495382,-0.18,0.0535,44944,41338,6,6,7490.7,6889.7
8,GA,1301770,DODGE COUNTY,-0.198,0.0523273,-0.23,0.0461,-0.473,0.05282189,-0.442,0.048,-0.275,0.07436014,-0.212,0.0584,1403,1262,6,6,233.8,210.3
7,GA,1301800,DOOLY COUNTY,-0.804,0.05956848,-0.815,0.0517,-1.11,0.06936792,-1.07,0.06,-0.308,0.09143445,-0.256,0.066,543,494,6,6,90.5,82.3
10,GA,1301830,DOUGHERTY COUNTY,-0.461,0.04709556,-0.475,0.0422,-0.711,0.04797255,-0.692,0.0441,-0.25,0.06721885,-0.216,0.0547,6657,5973,6,6,1109.5,995.5
10,GA,1301860,DOUGLAS COUNTY,-0.133,0.04608843,-0.155,0.0414,-0.373,0.0466058,-0.352,0.0431,-0.24,0.06552444,-0.196,0.0538,12349,11521,6,6,2058.2,1920.2
10,GA,1301870,DUBLIN CITY,-0.44,0.05423531,-0.46,0.0476,-0.684,0.05444722,-0.655,0.0493,-0.244,0.07674543,-0.194,0.0595,1006,986,6,6,167.7,164.3
0,GA,1301890,LAURENS COUNTY,0.161,0.04878019,0.158,0.0434,0.0985,0.04863293,0.0961,0.0447,-0.0623,0.06887298,-0.0614,0.0556,2960,2816,6,6,493.3,469.3
10,GA,1301920,EARLY COUNTY,-0.327,0.05331114,-0.346,0.0468,-0.55,0.05459028,-0.528,0.0494,-0.223,0.07630003,-0.182,0.0593,914,765,6,6,152.3,127.5
0,GA,1301950,ECHOLS COUNTY,-0.102,0.06416258,-0.059,0.0542,-0.0474,0.06296619,-0.083,0.0559,0.0542,0.08990149,-0.024,0.065,372,384,6,6,62.0,64.0
0,GA,1301980,EFFINGHAM COUNTY,0.233,0.04681657,0.221,0.042,0.148,0.04700587,0.151,0.0434,-0.0848,0.06632206,-0.0703,0.0542,5773,5978,6,6,962.2,996.3
2,GA,1302010,ELBERT COUNTY,-0.325,0.05254209,-0.333,0.0462,-0.492,0.05333256,-0.481,0.0484,-0.167,0.07483626,-0.148,0.0585,1383,1357,6,6,230.5,226.2
0,GA,1302040,EMANUEL COUNTY,-0.382,0.05044391,-0.351,0.0447,-0.356,0.05137635,-0.38,0.0469,0.0257,0.07199288,-0.0291,0.0572,1980,1709,6,6,330.0,284.8
2,GA,1302070,EVANS COUNTY,-0.344,0.05644662,-0.396,0.0489,-0.734,0.05703613,-0.68,0.0513,-0.389,0.08027267,-0.284,0.0609,865,800,6,6,144.2,133.3
0,GA,1302100,FANNIN COUNTY,0.0122,0.05248555,0.005,0.0462,-0.0998,0.05223299,-0.0961,0.0476,-0.112,0.07404582,-0.101,0.0582,1358,1240,6,6,226.3,206.7
2,GA,1302130,FAYETTE COUNTY,0.393,0.04654863,0.381,0.0418,0.325,0.04705305,0.326,0.0434,-0.0684,0.06616405,-0.055,0.0541,9072,8862,6,6,1512.0,1477.0
0,GA,1302190,FLOYD COUNTY,0.0337,0.04781696,0.0448,0.0427,0.06,0.04800569,0.044,0.0442,0.0263,0.06772987,-0.000831,0.055,4315,3880,6,6,719.2,646.7
0,GA,1302220,FORSYTH COUNTY,0.768,0.04627913,0.724,0.0416,0.586,0.04673545,0.609,0.0432,-0.183,0.06574423,-0.115,0.0539,23161,24305,6,6,3860.2,4050.8
0,GA,1302250,FRANKLIN COUNTY,-0.215,0.05178642,-0.187,0.0456,-0.153,0.05216065,-0.18,0.0475,0.0615,0.07342834,0.00667,0.0579,1664,1602,6,6,277.3,267.0
8,GA,1302280,FULTON COUNTY,0.127,0.04564667,0.114,0.0411,0.0163,0.04611328,0.0219,0.0427,-0.11,0.06486438,-0.092,0.0534,41882,39131,6,6,6980.3,6521.8
3,GA,1302310,GAINESVILLE CITY,-0.48,0.04893918,-0.456,0.0436,-0.487,0.04947262,-0.504,0.0454,-0.00746,0.06958743,-0.0485,0.0559,3703,3329,6,6,617.2,554.8
0,GA,1302340,GILMER COUNTY,0.0591,0.05139523,0.0646,0.0453,0.033,0.05009421,0.0239,0.0459,-0.0261,0.07175543,-0.0407,0.057,1896,1792,6,6,316.0,298.7
0,GA,1302400,GLYNN COUNTY,-0.0173,0.04708695,-0.0246,0.0422,-0.127,0.04752212,-0.123,0.0438,-0.109,0.06687971,-0.0985,0.0545,5986,5729,6,6,997.7,954.8
0,GA,1302430,GORDON COUNTY,-0.0781,0.0481175,-0.0623,0.043,-0.0764,0.04853481,-0.0914,0.0446,0.0017,0.06831277,-0.029,0.0553,2959,2738,6,6,493.2,456.3
0,GA,1302460,GRADY COUNTY,-0.495,0.05070142,-0.436,0.0449,-0.3,0.05007262,-0.35,0.0459,0.195,0.07125708,0.0859,0.0568,2095,1967,6,6,349.2,327.8
9,GA,1302490,GREENE COUNTY,-0.153,0.05440752,-0.175,0.0474,-0.318,0.05288434,-0.304,0.0482,-0.165,0.07585772,-0.129,0.0589,1155,1129,6,6,192.5,188.2
8,GA,1302550,GWINNETT COUNTY,0.189,0.04542804,0.167,0.0409,0.0234,0.04584798,0.0373,0.0424,-0.166,0.06452255,-0.13,0.0532,83392,81098,6,6,13898.7,13516.3
0,GA,1302580,HABERSHAM COUNTY,0.131,0.04881285,0.114,0.0434,-0.0228,0.04849681,-0.0115,0.0446,-0.154,0.06878738,-0.126,0.0555,3148,3113,6,6,524.7,518.8
1,GA,1302610,HALL COUNTY,-0.145,0.04619236,-0.148,0.0415,-0.27,0.0465163,-0.266,0.043,-0.124,0.06553521,-0.119,0.0538,12480,11919,6,6,2080.0,1986.5
10,GA,1302640,HANCOCK COUNTY,-0.988,0.06884983,-0.971,0.0581,-1.26,0.08100599,-1.22,0.0681,-0.274,0.10612801,-0.252,0.071,364,299,6,6,60.7,49.8
1,GA,1302670,HARALSON COUNTY,-0.0956,0.0508044,-0.0487,0.0449,0.0509,0.05085007,0.00996,0.0465,0.147,0.07185935,0.0587,0.0571,1535,1462,6,6,255.8,243.7
0,GA,1302700,HARRIS COUNTY,0.128,0.0486668,0.118,0.0434,0.0193,0.04884541,0.0241,0.0449,-0.109,0.06892896,-0.0937,0.0556,2409,2350,6,6,401.5,391.7
1,GA,1302730,HART COUNTY,-0.137,0.05176751,-0.112,0.0457,-0.116,0.05219081,-0.137,0.0475,0.0208,0.0735025,-0.0249,0.0579,1657,1570,6,6,276.2,261.7
0,GA,1302790,HEARD COUNTY,0.32,0.05427935,0.292,0.0474,0.137,0.05492139,0.157,0.0497,-0.183,0.07719606,-0.136,0.0597,948,907,6,6,158.0,151.2
10,GA,1302820,HENRY COUNTY,-0.288,0.04585827,-0.295,0.0413,-0.448,0.04629723,-0.44,0.0428,-0.16,0.06514452,-0.145,0.0536,19662,18649,6,6,3277.0,3108.2
0,GA,1302880,HOUSTON COUNTY,0.0827,0.04598486,0.0883,0.0414,0.0739,0.04644125,0.0638,0.0429,-0.00881,0.06533451,-0.0245,0.0537,13607,13431,6,6,2267.8,2238.5
4,GA,1302910,IRWIN COUNTY,-0.179,0.05695239,-0.146,0.0494,-0.107,0.05785446,-0.14,0.052,0.0719,0.08116456,0.00683,0.0615,820,721,6,6,136.7,120.2
2,GA,1302940,JACKSON COUNTY,0.0676,0.04810519,0.0683,0.0429,0.0334,0.04787338,0.0269,0.0441,-0.0342,0.06783992,-0.0414,0.055,3715,4144,6,6,619.2,690.7
0,GA,1302970,JASPER COUNTY,-0.298,0.05368907,-0.277,0.047,-0.317,0.05301658,-0.333,0.0482,-0.0192,0.07544844,-0.0567,0.0588,1067,1148,6,6,177.8,191.3
0,GA,1303000,JEFF DAVIS COUNTY,-0.0117,0.05197451,-0.00758,0.0458,-0.0751,0.05194701,-0.0803,0.0474,-0.0634,0.0734743,-0.0727,0.0579,1363,1331,6,6,227.2,221.8
0,GA,1303030,JEFFERSON CITY,0.591,0.05181872,0.602,0.0456,0.695,0.05162066,0.67,0.0471,0.105,0.07313801,0.0678,0.0577,1781,1891,6,6,296.8,315.2
10,GA,1303060,JEFFERSON COUNTY,-0.585,0.05674939,-0.576,0.0492,-0.721,0.05629995,-0.719,0.0508,-0.136,0.07992964,-0.143,0.0609,1031,929,6,6,171.8,154.8
1,GA,1303090,JENKINS COUNTY,-0.225,0.06062222,-0.218,0.0518,-0.301,0.05831328,-0.306,0.0524,-0.0759,0.08411852,-0.0882,0.0627,521,480,6,6,86.8,80.0
2,GA,1303120,JOHNSON COUNTY,0.00566,0.06562784,-0.0374,0.055,-0.238,0.0633326,-0.206,0.0563,-0.243,0.09119831,-0.168,0.0654,483,441,6,6,80.5,73.5
0,GA,1303150,JONES COUNTY,-0.0994,0.0489797,-0.0919,0.0436,-0.128,0.04926764,-0.137,0.0452,-0.0282,0.06943896,-0.0455,0.0559,2465,2289,6,6,410.8,381.5
10,GA,1303210,LAMAR COUNTY,-0.274,0.05196385,-0.277,0.0458,-0.393,0.05371499,-0.39,0.0487,-0.119,0.07470414,-0.113,0.0586,1217,1207,6,6,202.8,201.2
0,GA,1303240,LANIER COUNTY,-0.0505,0.05603247,-0.0494,0.0487,-0.119,0.05534108,-0.123,0.0501,-0.068,0.07875582,-0.0732,0.0604,804,757,6,6,134.0,126.2
3,GA,1303270,LEE COUNTY,0.282,0.04857381,0.258,0.0433,0.16,0.0484955,0.17,0.0446,-0.122,0.06861958,-0.0878,0.0554,2923,2801,6,6,487.2,466.8
7,GA,1303300,LIBERTY COUNTY,-0.229,0.04750768,-0.255,0.0425,-0.5,0.04814897,-0.474,0.0443,-0.271,0.06762247,-0.219,0.0549,4470,4543,6,6,745.0,757.2
1,GA,1303330,LINCOLN COUNTY,0.133,0.0601142,0.144,0.0515,0.138,0.06004315,0.121,0.0537,0.00501,0.08495622,-0.0233,0.0631,496,497,6,6,82.7,82.8
1,GA,1303360,LONG COUNTY,-0.0617,0.05051233,-0.104,0.0447,-0.382,0.05048514,-0.345,0.0462,-0.32,0.07139492,-0.241,0.0569,1781,1818,6,6,296.8,303.0
0,GA,1303390,LOWNDES COUNTY,0.315,0.04721331,0.314,0.0423,0.304,0.04769863,0.296,0.0439,-0.0114,0.06710099,-0.018,0.0546,4917,4736,6,6,819.5,789.3
1,GA,1303420,LUMPKIN COUNTY,0.0879,0.05094262,0.0747,0.045,-0.0229,0.05028187,-0.0175,0.0461,-0.111,0.07155168,-0.0922,0.0569,1792,1696,6,6,298.7,282.7
5,GA,1303450,MACON COUNTY,-0.863,0.06175671,-0.817,0.0527,-0.942,0.0627123,-0.954,0.0557,-0.0788,0.08801767,-0.137,0.0645,559,483,6,6,93.2,80.5
3,GA,1303480,MADISON COUNTY,0.255,0.04981195,0.226,0.0442,0.0824,0.0498228,0.0996,0.0457,-0.172,0.07042873,-0.126,0.0564,2263,2216,6,6,377.2,369.3
3,GA,1303510,MARIETTA CITY,-0.0104,0.04774684,-0.0145,0.0427,-0.0922,0.04852724,-0.0924,0.0446,-0.0818,0.0680645,-0.0779,0.0551,4079,3945,6,6,679.8,657.5
6,GA,1303540,MARION COUNTY,-0.443,0.0593263,-0.399,0.051,-0.389,0.0602329,-0.424,0.0538,0.0542,0.08452673,-0.0244,0.0629,615,570,6,6,102.5,95.0
10,GA,1303570,MCDUFFIE COUNTY,-0.416,0.05043012,-0.409,0.0447,-0.505,0.05145904,-0.509,0.0469,-0.09,0.07203817,-0.0999,0.0572,1755,1489,6,6,292.5,248.2
0,GA,1303600,MCINTOSH COUNTY,-0.43,0.05776594,-0.359,0.0499,-0.25,0.05838485,-0.309,0.0524,0.179,0.08211613,0.0505,0.0619,600,554,6,6,100.0,92.3
4,GA,1303630,MERIWETHER COUNTY,-0.411,0.055461,-0.432,0.0484,-0.657,0.05797993,-0.627,0.0518,-0.246,0.0803228,-0.195,0.0609,1112,975,6,6,185.3,162.5
0,GA,1303660,MILLER COUNTY,-0.253,0.0658876,-0.191,0.0556,-0.127,0.06920016,-0.183,0.0603,0.126,0.09553019,0.00743,0.0672,402,309,6,6,67.0,51.5
1,GA,1303690,MITCHELL COUNTY,-0.488,0.0558038,-0.477,0.0486,-0.599,0.05712117,-0.601,0.0514,-0.111,0.07985426,-0.124,0.0609,1032,549,6,6,172.0,91.5
4,GA,1303720,MONROE COUNTY,0.258,0.05033481,0.235,0.0446,0.114,0.04932036,0.126,0.0453,-0.143,0.0704654,-0.109,0.0564,1808,1903,6,6,301.3,317.2
0,GA,1303750,MONTGOMERY COUNTY,-0.308,0.06178251,-0.263,0.0525,-0.275,0.06070871,-0.305,0.0542,0.0334,0.08659582,-0.0425,0.0637,394,408,6,6,65.7,68.0
0,GA,1303780,MORGAN COUNTY,0.207,0.05218373,0.2,0.0459,0.149,0.05090529,0.147,0.0466,-0.0586,0.07288441,-0.0534,0.0576,1470,1476,6,6,245.0,246.0
2,GA,1303840,MURRAY COUNTY,-0.205,0.04859743,-0.186,0.0433,-0.203,0.0488925,-0.219,0.0449,0.00156,0.0689243,-0.0327,0.0556,3411,2911,6,6,568.5,485.2
10,GA,1303870,MUSCOGEE COUNTY,-0.387,0.04632615,-0.395,0.0416,-0.593,0.04695948,-0.58,0.0433,-0.206,0.06594798,-0.185,0.054,14298,13257,6,6,2383.0,2209.5
7,GA,1303930,NEWTON COUNTY,-0.386,0.04666902,-0.412,0.0419,-0.689,0.04746817,-0.66,0.0437,-0.302,0.06655109,-0.248,0.0543,8866,8042,6,6,1477.7,1340.3
0,GA,1303960,OCONEE COUNTY,0.648,0.04881195,0.644,0.0435,0.692,0.04925549,0.68,0.0452,0.0446,0.06932456,0.0356,0.0558,3729,3783,6,6,621.5,630.5
0,GA,1303990,OGLETHORPE COUNTY,0.223,0.05417365,0.183,0.0473,-0.0303,0.05274347,-0.000186,0.0481,-0.253,0.07557926,-0.183,0.0589,923,982,6,6,153.8,163.7
0,GA,1304020,PAULDING COUNTY,0.0574,0.04595769,0.0417,0.0413,-0.0999,0.04629367,-0.089,0.0428,-0.157,0.06521013,-0.131,0.0536,13870,14095,6,6,2311.7,2349.2
5,GA,1304050,PEACH COUNTY,-0.335,0.0511052,-0.343,0.0451,-0.546,0.05080709,-0.531,0.0465,-0.211,0.07204652,-0.188,0.0572,1701,1753,6,6,283.5,292.2
10,GA,1304080,PELHAM CITY,-0.28,0.05566565,-0.311,0.0485,-0.52,0.05854173,-0.492,0.0524,-0.24,0.08075424,-0.181,0.0613,663,575,6,6,110.5,95.8
3,GA,1304110,PICKENS COUNTY,0.00559,0.06731416,-0.0175,0.0552,-0.137,0.05114875,-0.13,0.0471,-0.143,0.08492353,-0.113,0.0628,1274,1787,4,6,318.5,297.8
0,GA,1304140,PIERCE COUNTY,0.379,0.05027721,0.351,0.0445,0.234,0.05026392,0.248,0.046,-0.145,0.07106717,-0.103,0.0567,1632,1595,6,6,272.0,265.8
0,GA,1304170,PIKE COUNTY,-0.0227,0.05038021,-0.00491,0.0446,0.041,0.04992033,0.018,0.0458,0.0637,0.07088055,0.0229,0.0566,1494,1548,6,6,249.0,258.0
1,GA,1304200,POLK COUNTY,-0.289,0.04815451,-0.29,0.043,-0.421,0.04821771,-0.418,0.0444,-0.132,0.06813614,-0.127,0.0552,3642,3451,6,6,607.0,575.2
7,GA,1304220,PULASKI COUNTY,-0.263,0.0598851,-0.232,0.0514,-0.246,0.05994925,-0.271,0.0536,0.0165,0.08474829,-0.0393,0.063,618,559,6,6,103.0,93.2
0,GA,1304320,RABUN COUNTY,0.139,0.05445255,0.134,0.0475,0.0319,0.05439227,0.0347,0.0493,-0.107,0.0769548,-0.0994,0.0595,997,984,6,6,166.2,164.0
7,GA,1304380,RICHMOND COUNTY,-0.647,0.04642536,-0.654,0.0417,-0.883,0.04736559,-0.867,0.0437,-0.236,0.06630536,-0.213,0.0542,13680,12974,6,6,2280.0,2162.3
10,GA,1304410,ROCKDALE COUNTY,-0.284,0.04657808,-0.299,0.0418,-0.521,0.04738517,-0.502,0.0437,-0.237,0.06642014,-0.203,0.0543,7590,6808,6,6,1265.0,1134.7
4,GA,1304440,ROME CITY,-0.131,0.04990065,-0.152,0.0443,-0.34,0.05040614,-0.321,0.0461,-0.208,0.07092318,-0.17,0.0566,2935,2815,6,6,489.2,469.2
3,GA,1304470,SCHLEY COUNTY,0.175,0.05736502,0.185,0.0495,0.185,0.05627019,0.168,0.0508,0.00991,0.08032261,-0.0165,0.061,592,531,6,6,98.7,88.5
0,GA,1304500,SCREVEN COUNTY,-0.104,0.05404655,-0.0873,0.0473,-0.117,0.05388949,-0.132,0.0489,-0.0129,0.07631995,-0.0442,0.0593,1082,924,6,6,180.3,154.0
3,GA,1304530,SEMINOLE COUNTY,-0.272,0.06047143,-0.257,0.0518,-0.33,0.06092582,-0.34,0.0543,-0.0575,0.08583786,-0.0829,0.0635,633,558,6,6,105.5,93.0
1,GA,1304540,SOCIAL CIRCLE CITY,-0.0869,0.05653225,-0.081,0.0488,-0.13,0.05454354,-0.139,0.0495,-0.0436,0.07849191,-0.0579,0.0602,822,852,6,6,137.0,142.0
0,GA,1304560,STEPHENS COUNTY,-0.119,0.05034301,-0.109,0.0446,-0.154,0.05051901,-0.164,0.0462,-0.0355,0.07126193,-0.0544,0.0568,1787,1685,6,6,297.8,280.8
10,GA,1304620,SUMTER COUNTY,-0.567,0.04982205,-0.598,0.0443,-0.998,0.05450489,-0.941,0.0492,-0.43,0.07373103,-0.342,0.0583,2008,1573,6,6,334.7,262.2
1,GA,1304770,TATTNALL COUNTY,-0.185,0.05193977,-0.167,0.0458,-0.236,0.05145904,-0.247,0.047,-0.0516,0.07310959,-0.0804,0.0577,1703,1625,6,6,283.8,270.8
0,GA,1304800,TAYLOR COUNTY,-0.455,0.05941479,-0.436,0.0511,-0.54,0.06064175,-0.548,0.0541,-0.0851,0.08489775,-0.112,0.0631,595,555,6,6,99.2,92.5
2,GA,1304830,TELFAIR COUNTY,-0.149,0.05816238,-0.164,0.0502,-0.329,0.05669415,-0.315,0.0511,-0.18,0.08123058,-0.152,0.0615,741,699,6,6,123.5,116.5
9,GA,1304860,TERRELL COUNTY,-0.609,0.05912215,-0.608,0.0509,-0.777,0.05984945,-0.766,0.0535,-0.168,0.0841332,-0.158,0.0627,579,461,6,6,96.5,76.8
0,GA,1304890,THOMAS COUNTY,-0.301,0.04941659,-0.278,0.0439,-0.301,0.04948645,-0.319,0.0454,0.000151,0.06988864,-0.0403,0.0561,2605,2497,6,6,434.2,416.2
0,GA,1304950,THOMASVILLE CITY,-0.278,0.05518317,-0.283,0.0483,-0.406,0.0572662,-0.399,0.0514,-0.128,0.07950057,-0.116,0.0608,1223,1171,6,6,203.8,195.2
2,GA,1304980,TIFT COUNTY,-0.211,0.04842187,-0.216,0.0432,-0.305,0.04867934,-0.304,0.0447,-0.0945,0.06864347,-0.0881,0.0554,3520,3263,6,6,586.7,543.8
0,GA,1305040,TOOMBS COUNTY,-0.0842,0.05222291,-0.0934,0.046,-0.153,0.0516798,-0.151,0.0471,-0.0688,0.07347449,-0.0575,0.0579,1312,1294,6,6,218.7,215.7
0,GA,1305070,TOWNS COUNTY,0.126,0.06228769,0.124,0.0529,0.058,0.06176209,0.054,0.055,-0.0678,0.08770169,-0.0699,0.0642,433,415,6,6,72.2,69.2
0,GA,1305100,TREUTLEN COUNTY,-0.417,0.06021916,-0.358,0.0518,-0.264,0.06269952,-0.318,0.0555,0.153,0.08699213,0.0401,0.0641,528,495,6,6,88.0,82.5
0,GA,1305130,TRION CITY,0.331,0.05542854,0.337,0.0483,0.34,0.05624897,0.323,0.0507,0.00902,0.07897424,-0.0135,0.0605,604,568,6,6,100.7,94.7
4,GA,1305190,TURNER COUNTY,-0.462,0.0620928,-0.454,0.0528,-0.552,0.06094035,-0.553,0.0544,-0.0899,0.08700272,-0.0985,0.0639,533,461,6,6,88.8,76.8
10,GA,1305250,UNION COUNTY,0.202,0.05181949,0.17,0.0456,0.00451,0.05197922,0.0256,0.0474,-0.197,0.07330379,-0.145,0.0578,1254,1289,6,6,209.0,214.8
0,GA,1305280,THOMASTON-UPSON COUNTY,-0.0747,0.05066933,-0.0816,0.0448,-0.203,0.05024594,-0.197,0.046,-0.128,0.0713344,-0.116,0.0568,1810,1782,6,6,301.7,297.0
0,GA,1305310,VALDOSTA CITY,-0.511,0.04837278,-0.509,0.0432,-0.679,0.04947916,-0.673,0.0453,-0.168,0.06919045,-0.164,0.0557,3904,3618,6,6,650.7,603.0
1,GA,1305340,VIDALIA CITY,-0.409,0.05562018,-0.37,0.0483,-0.351,0.05447133,-0.381,0.0494,0.0581,0.0778187,-0.0106,0.0599,1142,1040,6,6,190.3,173.3
0,GA,1305370,WALKER COUNTY,-0.213,0.04766357,-0.209,0.0426,-0.308,0.04811694,-0.31,0.0443,-0.0949,0.06770305,-0.101,0.055,3925,3626,6,6,654.2,604.3
0,GA,1305390,WALTON COUNTY,0.143,0.04717001,0.127,0.0423,0.00655,0.0473775,0.0157,0.0437,-0.136,0.06684112,-0.111,0.0545,6317,6089,6,6,1052.8,1014.8
0,GA,1305430,WARE COUNTY,-0.0674,0.04818065,-0.0879,0.043,-0.283,0.048642,-0.265,0.0447,-0.216,0.068455,-0.177,0.0553,2792,2691,6,6,465.3,448.5
10,GA,1305460,WARREN COUNTY,-0.399,0.06338341,-0.368,0.0536,-0.453,0.05942747,-0.468,0.0534,-0.0537,0.0869284,-0.1,0.0639,280,295,6,6,46.7,49.2
0,GA,1305490,WASHINGTON COUNTY,-0.216,0.05749078,-0.266,0.0492,-0.562,0.0537261,-0.521,0.049,-0.346,0.07833582,-0.255,0.0599,1203,1302,5,6,240.6,217.0
0,GA,1305550,WAYNE COUNTY,-0.155,0.04956109,-0.144,0.044,-0.182,0.05000489,-0.193,0.0458,-0.027,0.07039156,-0.0487,0.0564,2485,2252,6,6,414.2,375.3
5,GA,1305640,WHEELER COUNTY,-0.137,0.06271188,-0.136,0.0532,-0.203,0.06256052,-0.21,0.0556,-0.0662,0.08854455,-0.0736,0.0646,445,381,6,6,74.2,63.5
0,GA,1305670,WHITE COUNTY,0.211,0.05168584,0.182,0.0455,0.0426,0.0509814,0.0589,0.0466,-0.168,0.07256835,-0.123,0.0574,1783,1713,6,6,297.2,285.5
0,GA,1305700,WHITFIELD COUNTY,-0.00773,0.0468493,-0.0108,0.042,-0.109,0.0471818,-0.108,0.0435,-0.101,0.06647371,-0.0967,0.0543,5887,5359,6,6,981.2,893.2
10,GA,1305730,WILCOX COUNTY,0.134,0.05998801,0.13,0.0514,0.0704,0.05940899,0.0667,0.0532,-0.0632,0.08443941,-0.0629,0.0629,558,516,6,6,93.0,86.0
10,GA,1305760,WILKES COUNTY,-0.171,0.05806902,-0.196,0.0502,-0.438,0.06130724,-0.405,0.0545,-0.267,0.08441762,-0.208,0.0629,673,587,6,6,112.2,97.8
10,GA,1305790,WILKINSON COUNTY,-0.338,0.05844448,-0.399,0.0505,-0.77,0.06185313,-0.701,0.0549,-0.432,0.085088,-0.302,0.0632,611,483,6,6,101.8,80.5
3,GA,1305850,WORTH COUNTY,-0.18,0.05022354,-0.176,0.0446,-0.22,0.052108,-0.228,0.0474,-0.0404,0.07235836,-0.0524,0.0574,1437,1353,6,6,239.5,225.5
2,KS,2000002,SMOKY VALLEY,0.105,0.07946618,0.068,0.0618,-0.0892,0.07614059,-0.0596,0.0635,-0.194,0.11007204,-0.128,0.0651,382,585,6,6,63.7,97.5
0,KS,2000003,WAMEGO,0.0858,0.07753259,0.0877,0.0609,0.0104,0.07542699,0.00449,0.0629,-0.0754,0.10819513,-0.0832,0.0649,703,752,6,6,117.2,125.3
0,KS,2000004,ROCK CREEK,0.391,0.07685411,0.37,0.0607,0.25,0.07639031,0.235,0.0633,-0.142,0.10837922,-0.135,0.0649,531,611,6,6,88.5,101.8
0,KS,2000006,HIAWATHA,-0.0614,0.08111956,0.00164,0.0637,-0.0988,0.083838,-0.161,0.0679,-0.0374,0.11667765,-0.163,0.067,452,451,6,6,75.3,75.2
2,KS,2000015,OTTAWA,-0.24,0.07290561,-0.165,0.0584,-0.211,0.07546332,-0.267,0.0625,0.0293,0.10492944,-0.102,0.0641,1094,1022,6,6,182.3,170.3
0,KS,2000017,SCOTT COUNTY,-0.0324,0.07975106,0.00615,0.0624,-0.0975,0.07982788,-0.131,0.0658,-0.065,0.11285052,-0.137,0.066,457,456,6,6,76.2,76.0
0,KS,2000350,PRAIRIE HILLS,0.446,0.08220733,0.36,0.0636,0.134,0.08003188,0.176,0.0661,-0.312,0.11474586,-0.184,0.0664,479,467,6,6,79.8,77.8
0,KS,2003180,ABILENE,0.0467,0.07641934,0.0302,0.0604,-0.166,0.07755538,-0.149,0.0642,-0.213,0.10888014,-0.18,0.0651,676,655,6,6,112.7,109.2
7,KS,2003200,AUBURN WASHBURN,0.224,0.06988584,0.2,0.0563,-0.00372,0.07098522,0.00522,0.0595,-0.227,0.0996157,-0.195,0.0625,2828,2793,6,6,471.3,465.5
0,KS,2003300,LABETTE COUNTY,0.288,0.07544135,0.279,0.0597,0.16,0.07576008,0.145,0.0631,-0.127,0.10690799,-0.134,0.0646,673,659,6,6,112.2,109.8
3,KS,2003360,ANDOVER,0.561,0.07044251,0.529,0.0564,0.393,0.07006591,0.381,0.0591,-0.168,0.09934929,-0.148,0.0623,2578,4616,6,6,429.7,769.3
5,KS,2003450,ARKANSAS CITY,-0.164,0.0732537,-0.198,0.0587,-0.567,0.07544261,-0.511,0.0624,-0.403,0.10516985,-0.313,0.0641,1308,1265,6,6,218.0,210.8
0,KS,2003540,ATCHISON PUBLIC SCHOOLS,-0.205,0.07705916,-0.211,0.0617,-0.467,0.08177863,-0.431,0.0659,-0.262,0.11230905,-0.219,0.0658,753,687,6,6,125.5,114.5
0,KS,2003630,AUGUSTA,0.0317,0.07485523,0.0313,0.0593,-0.151,0.07565078,-0.15,0.0629,-0.183,0.10641821,-0.181,0.0644,965,893,6,6,160.8,148.8
