stateabb,sedaadmin,sedaadminname,subject,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
CT,903538,REGIONAL SCHOOL DISTRICT 16,mth,0.417,0.05404172,0.429,0.0491,0.351,0.05482115,0.337,0.0509,-0.0659,0.07707361,-0.0924,0.0645,974,886,6,6,162.3,147.7
CT,903538,REGIONAL SCHOOL DISTRICT 16,rla,0.477,0.04974995,0.477,0.0436,0.403,0.04670985,0.399,0.0425,-0.0744,0.06816607,-0.0783,0.0531,973,887,6,6,162.2,147.8
CT,903539,REGIONAL SCHOOL DISTRICT 17,mth,0.441,0.0536797,0.448,0.0487,0.401,0.05694158,0.382,0.0526,-0.0398,0.07814231,-0.0666,0.065,911,774,6,6,151.8,129.0
CT,903539,REGIONAL SCHOOL DISTRICT 17,rla,0.486,0.04765395,0.504,0.0423,0.498,0.04842211,0.476,0.0437,0.0119,0.06785774,-0.0277,0.053,913,774,6,6,152.2,129.0
CT,903540,REGIONAL SCHOOL DISTRICT 18,mth,0.876,0.06561766,0.844,0.0576,0.658,0.06484383,0.671,0.0591,-0.218,0.09220049,-0.173,0.0724,529,513,6,6,88.2,85.5
CT,903540,REGIONAL SCHOOL DISTRICT 18,rla,0.776,0.05893095,0.754,0.05,0.633,0.05480503,0.64,0.0489,-0.143,0.08034498,-0.114,0.0584,530,517,6,6,88.3,86.2
CT,903810,RIDGEFIELD SCHOOL DISTRICT,mth,0.825,0.05037374,0.809,0.0462,0.648,0.05086599,0.653,0.0477,-0.177,0.07158345,-0.156,0.0611,2155,1934,6,6,359.2,322.3
CT,903810,RIDGEFIELD SCHOOL DISTRICT,rla,0.817,0.04269647,0.799,0.0384,0.712,0.04269794,0.716,0.0393,-0.105,0.06016885,-0.0834,0.049,2156,1966,6,6,359.3,327.7
CT,903840,ROCKY HILL SCHOOL DISTRICT,mth,0.623,0.05442697,0.629,0.0494,0.563,0.05686211,0.549,0.0526,-0.0601,0.07872005,-0.0799,0.0654,1279,1176,6,6,213.2,196.0
CT,903840,ROCKY HILL SCHOOL DISTRICT,rla,0.648,0.05292452,0.674,0.0454,0.627,0.04767828,0.608,0.0434,-0.0211,0.07117983,-0.0668,0.054,1009,1175,5,6,201.8,195.8
CT,903990,SEYMOUR SCHOOL DISTRICT,mth,0.139,0.05520993,0.15,0.05,0.0057,0.0562386,-0.00272,0.0521,-0.134,0.07880224,-0.153,0.0654,1007,959,6,6,167.8,159.8
CT,903990,SEYMOUR SCHOOL DISTRICT,rla,0.112,0.04775316,0.116,0.0422,0.0486,0.04745164,0.0432,0.043,-0.0631,0.06723032,-0.073,0.0526,1007,959,6,6,167.8,159.8
CT,904050,SHELTON SCHOOL DISTRICT,rla,0.489,0.04141363,0.468,0.0375,0.273,0.04123139,0.29,0.0381,-0.217,0.0583621,-0.178,0.0481,2177,2123,6,6,362.8,353.8
CT,904050,SHELTON SCHOOL DISTRICT,mth,0.443,0.04922312,0.437,0.0453,0.252,0.05055066,0.255,0.0474,-0.191,0.07056165,-0.182,0.0605,2196,2118,6,6,366.0,353.0
CT,904110,SIMSBURY SCHOOL DISTRICT,mth,0.607,0.05031699,0.618,0.0462,0.584,0.05271727,0.566,0.0492,-0.0229,0.0728903,-0.0521,0.0619,1734,1805,6,6,289.0,300.8
CT,904110,SIMSBURY SCHOOL DISTRICT,rla,0.8,0.04475117,0.786,0.04,0.651,0.0437143,0.658,0.0401,-0.149,0.06251063,-0.128,0.0503,1730,1807,6,6,288.3,301.2
CT,904140,SOMERS SCHOOL DISTRICT,mth,0.204,0.06204836,0.222,0.0551,0.121,0.05857412,0.104,0.0541,-0.083,0.08529578,-0.118,0.069,484,570,5,6,96.8,95.0
CT,904140,SOMERS SCHOOL DISTRICT,rla,0.218,0.05982734,0.255,0.0507,0.25,0.05198069,0.223,0.0466,0.0322,0.07925987,-0.0325,0.0583,485,570,5,6,97.0,95.0
CT,904170,SOUTH WINDSOR SCHOOL DISTRICT,mth,0.681,0.05116261,0.679,0.0468,0.603,0.05243832,0.594,0.049,-0.0777,0.07324986,-0.0856,0.0621,1984,2258,6,6,330.7,376.3
CT,904170,SOUTH WINDSOR SCHOOL DISTRICT,rla,0.596,0.04353272,0.609,0.0391,0.634,0.04285777,0.614,0.0394,0.0375,0.06095521,0.00508,0.0494,1971,2261,6,6,328.5,376.8
CT,904230,SOUTHINGTON SCHOOL DISTRICT,mth,0.424,0.04724394,0.432,0.0437,0.369,0.04935762,0.355,0.0464,-0.0557,0.06828079,-0.0767,0.059,2892,2712,6,6,482.0,452.0
CT,904230,SOUTHINGTON SCHOOL DISTRICT,rla,0.406,0.03925516,0.409,0.0358,0.355,0.0397971,0.349,0.0369,-0.0516,0.05582411,-0.0595,0.0466,2891,2719,6,6,481.8,453.2
CT,904290,STAFFORD SCHOOL DISTRICT,mth,0.11,0.05294182,0.121,0.0483,-0.0381,0.05888578,-0.0456,0.0541,-0.148,0.07917669,-0.166,0.0657,695,636,6,6,115.8,106.0
CT,904290,STAFFORD SCHOOL DISTRICT,rla,0.0826,0.0512135,0.106,0.0449,0.0652,0.05220819,0.0453,0.0466,-0.0174,0.07310589,-0.0604,0.0556,695,637,6,6,115.8,106.2
CT,904320,STAMFORD SCHOOL DISTRICT,mth,-0.0284,0.04627702,-0.0377,0.0429,-0.328,0.0485956,-0.317,0.0457,-0.3,0.06710883,-0.279,0.0583,7280,7074,6,6,1213.3,1179.0
CT,904320,STAMFORD SCHOOL DISTRICT,rla,-0.0249,0.04793006,-0.0301,0.0422,-0.201,0.03858484,-0.193,0.0359,-0.176,0.06199433,-0.163,0.0504,4762,7104,4,6,1190.5,1184.0
CT,904380,STONINGTON SCHOOL DISTRICT,rla,0.65,0.0500782,0.638,0.044,0.559,0.04986167,0.557,0.045,-0.0912,0.0704682,-0.0807,0.0544,891,791,6,6,148.5,131.8
CT,904380,STONINGTON SCHOOL DISTRICT,mth,0.556,0.05673024,0.56,0.0511,0.5,0.05812626,0.485,0.0536,-0.0561,0.08119061,-0.0747,0.0667,892,789,6,6,148.7,131.5
CT,904440,STRATFORD SCHOOL DISTRICT,mth,-0.121,0.04744242,-0.125,0.0439,-0.388,0.05049082,-0.381,0.0473,-0.267,0.06927985,-0.256,0.0597,3113,3041,6,6,518.8,506.8
CT,904440,STRATFORD SCHOOL DISTRICT,rla,-0.0325,0.03918216,-0.0334,0.0358,-0.194,0.04033829,-0.19,0.0373,-0.162,0.05619222,-0.156,0.0468,3087,3050,6,6,514.5,508.3
CT,904470,SUFFIELD SCHOOL DISTRICT,mth,0.403,0.05510885,0.429,0.0499,0.389,0.05567744,0.365,0.0516,-0.014,0.07838946,-0.0642,0.0652,880,843,6,6,146.7,140.5
CT,904470,SUFFIELD SCHOOL DISTRICT,rla,0.434,0.0489186,0.445,0.0431,0.37,0.04880186,0.358,0.044,-0.0636,0.06907026,-0.0876,0.0535,878,840,6,6,146.3,140.0
CT,904530,THOMPSON SCHOOL DISTRICT,mth,-0.22,0.06754807,-0.154,0.0591,-0.19,0.0658553,-0.225,0.0598,0.0305,0.09432503,-0.0707,0.0736,364,446,5,6,72.8,74.3
CT,904530,THOMPSON SCHOOL DISTRICT,rla,-0.22,0.06219698,-0.134,0.0525,-0.068,0.05767403,-0.116,0.0507,0.152,0.08502724,0.0186,0.0607,366,448,5,6,73.2,74.7
CT,904560,TOLLAND SCHOOL DISTRICT,mth,0.307,0.05754008,0.334,0.0516,0.299,0.0548865,0.276,0.0509,-0.00744,0.08032085,-0.058,0.0663,881,955,5,6,176.2,159.2
CT,904560,TOLLAND SCHOOL DISTRICT,rla,0.278,0.05111779,0.303,0.0447,0.288,0.04753146,0.268,0.043,0.00907,0.07052154,-0.0354,0.0547,881,954,5,6,176.2,159.0
CT,904590,TORRINGTON SCHOOL DISTRICT,mth,-0.23,0.04928565,-0.217,0.0454,-0.397,0.05217054,-0.403,0.0487,-0.167,0.07178244,-0.186,0.0613,1957,1870,6,6,326.2,311.7
CT,904590,TORRINGTON SCHOOL DISTRICT,rla,-0.144,0.04190976,-0.117,0.038,-0.122,0.04194102,-0.143,0.0386,0.0224,0.05929076,-0.0265,0.0487,1958,1895,6,6,326.3,315.8
CT,904620,TRUMBULL SCHOOL DISTRICT,mth,0.778,0.04868511,0.768,0.0449,0.617,0.05041541,0.619,0.0472,-0.161,0.07010487,-0.149,0.0602,3017,3039,6,6,502.8,506.5
CT,904620,TRUMBULL SCHOOL DISTRICT,rla,0.778,0.04140527,0.767,0.0375,0.65,0.0409941,0.655,0.0379,-0.128,0.05820475,-0.112,0.048,3014,3043,6,6,502.3,507.2
CT,904680,VERNON SCHOOL DISTRICT,rla,0.0903,0.0449014,0.111,0.0403,0.0911,0.04612044,0.0721,0.0418,0.000801,0.06437648,-0.0393,0.0514,1392,1330,6,6,232.0,221.7
CT,904680,VERNON SCHOOL DISTRICT,mth,0.0727,0.05194935,0.0979,0.0475,0.0462,0.05386421,0.0233,0.0501,-0.0265,0.07488949,-0.0746,0.0632,1394,1317,6,6,232.3,219.5
CT,904740,WALLINGFORD SCHOOL DISTRICT,mth,0.0279,0.04784439,0.0427,0.0442,-0.0613,0.04996533,-0.0746,0.0469,-0.0892,0.06916166,-0.117,0.0596,2407,2270,6,6,401.2,378.3
CT,904740,WALLINGFORD SCHOOL DISTRICT,rla,0.0783,0.04012676,0.0971,0.0366,0.0776,0.04106136,0.0606,0.0379,-0.00075,0.05736234,-0.0365,0.0475,2396,2284,6,6,399.3,380.7
CT,904830,WATERBURY SCHOOL DISTRICT,mth,-0.533,0.04640036,-0.541,0.0431,-0.928,0.04992753,-0.909,0.0468,-0.394,0.06816236,-0.369,0.0589,7951,8126,6,6,1325.2,1354.3
CT,904830,WATERBURY SCHOOL DISTRICT,rla,-0.409,0.03734481,-0.415,0.0344,-0.629,0.03880845,-0.617,0.036,-0.22,0.0538361,-0.202,0.0455,7904,8176,6,6,1317.3,1362.7
CT,904860,WATERFORD SCHOOL DISTRICT,mth,0.509,0.05371308,0.489,0.0488,0.238,0.05419213,0.252,0.0504,-0.271,0.07636747,-0.237,0.064,1108,1055,6,6,184.7,175.8
CT,904860,WATERFORD SCHOOL DISTRICT,rla,0.473,0.04692769,0.45,0.0417,0.267,0.04571495,0.284,0.0417,-0.205,0.06559766,-0.166,0.0521,1106,1060,6,6,184.3,176.7
CT,904890,WATERTOWN SCHOOL DISTRICT,mth,0.231,0.05106175,0.241,0.0467,0.124,0.05229348,0.114,0.0488,-0.107,0.07308945,-0.127,0.062,1254,1139,6,6,209.0,189.8
CT,904890,WATERTOWN SCHOOL DISTRICT,rla,0.285,0.04363465,0.291,0.0393,0.182,0.04395938,0.176,0.0401,-0.103,0.06193005,-0.115,0.05,1251,1141,6,6,208.5,190.2
CT,904920,WEST HARTFORD SCHOOL DISTRICT,mth,0.448,0.04730268,0.457,0.0438,0.396,0.04993897,0.382,0.0468,-0.0519,0.06877107,-0.0748,0.0594,4242,3948,6,6,707.0,658.0
CT,904920,WEST HARTFORD SCHOOL DISTRICT,rla,0.533,0.03936495,0.538,0.0359,0.489,0.04048711,0.481,0.0374,-0.0445,0.05639193,-0.0572,0.047,4180,3978,6,6,696.7,663.0
CT,904950,WEST HAVEN SCHOOL DISTRICT,mth,0.00847,0.04781048,-0.000818,0.0442,-0.303,0.0503342,-0.29,0.0472,-0.312,0.06943488,-0.289,0.0598,2729,2602,6,6,454.8,433.7
CT,904950,WEST HAVEN SCHOOL DISTRICT,rla,-0.00789,0.03945952,-0.014,0.0361,-0.2,0.04031212,-0.19,0.0372,-0.192,0.05639129,-0.176,0.047,2682,2621,6,6,447.0,436.8
CT,905010,WESTON SCHOOL DISTRICT,rla,0.605,0.04592277,0.638,0.041,0.724,0.04817136,0.683,0.0436,0.119,0.06633871,0.0454,0.0524,1078,990,6,6,179.7,165.0
CT,905010,WESTON SCHOOL DISTRICT,mth,0.688,0.05340951,0.708,0.0486,0.731,0.05630685,0.703,0.0521,0.0433,0.0776988,-0.00461,0.0649,1074,989,6,6,179.0,164.8
CT,905040,WESTPORT SCHOOL DISTRICT,rla,0.874,0.04891316,0.857,0.0431,0.763,0.0424794,0.768,0.0392,-0.111,0.0650723,-0.0886,0.0519,2020,2333,5,6,404.0,388.8
CT,905040,WESTPORT SCHOOL DISTRICT,mth,1.02,0.05849033,0.988,0.0523,0.803,0.05203704,0.814,0.0487,-0.214,0.07865797,-0.174,0.0653,2021,2331,5,6,404.2,388.5
CT,905070,WETHERSFIELD SCHOOL DISTRICT,mth,0.363,0.0508895,0.349,0.0466,0.089,0.05276061,0.102,0.0492,-0.274,0.07332179,-0.248,0.0622,1610,1608,6,6,268.3,268.0
CT,905070,WETHERSFIELD SCHOOL DISTRICT,rla,0.368,0.04364114,0.367,0.0393,0.275,0.04379513,0.274,0.0401,-0.0929,0.06179299,-0.0931,0.05,1601,1613,6,6,266.8,268.8
CT,905130,WILTON SCHOOL DISTRICT,mth,0.705,0.06668142,0.715,0.0575,0.728,0.0524317,0.703,0.0491,0.0231,0.08540469,-0.0119,0.0686,1131,1647,4,6,282.8,274.5
CT,905130,WILTON SCHOOL DISTRICT,rla,0.785,0.05827377,0.774,0.0489,0.708,0.04337688,0.7,0.0399,-0.0776,0.07354067,-0.0742,0.056,1129,1663,4,6,282.3,277.2
CT,905190,WINDHAM SCHOOL DISTRICT,mth,-0.323,0.05383881,-0.336,0.0491,-0.707,0.05901536,-0.681,0.0542,-0.384,0.07982146,-0.345,0.066,1646,1527,6,6,274.3,254.5
CT,905190,WINDHAM SCHOOL DISTRICT,rla,-0.304,0.05045633,-0.321,0.0443,-0.564,0.04832544,-0.539,0.0437,-0.261,0.06993195,-0.217,0.0541,1306,1536,5,6,261.2,256.0
CT,905220,WINDSOR SCHOOL DISTRICT,mth,0.0283,0.05228193,0.0193,0.0477,-0.294,0.0566231,-0.277,0.0523,-0.322,0.07704466,-0.296,0.0644,1362,1358,6,6,227.0,226.3
CT,905220,WINDSOR SCHOOL DISTRICT,rla,-0.083,0.04595741,-0.0762,0.041,-0.198,0.04710862,-0.199,0.0427,-0.115,0.06567962,-0.123,0.0519,1369,1367,6,6,228.2,227.8
CT,905250,WINDSOR LOCKS SCHOOL DISTRICT,mth,-0.00656,0.05602637,0.0189,0.0507,-0.0662,0.05985555,-0.0887,0.055,-0.0597,0.08198658,-0.108,0.0673,677,640,6,6,112.8,106.7
CT,905250,WINDSOR LOCKS SCHOOL DISTRICT,rla,-0.0503,0.05228137,-0.0021,0.0458,0.0254,0.05175069,-0.0164,0.0461,0.0757,0.07351662,-0.0143,0.0557,677,640,6,6,112.8,106.7
CT,905280,WOLCOTT SCHOOL DISTRICT,mth,0.496,0.05223775,0.474,0.0476,0.233,0.05402146,0.246,0.0503,-0.263,0.07510692,-0.228,0.0633,995,988,6,6,165.8,164.7
CT,905280,WOLCOTT SCHOOL DISTRICT,rla,0.487,0.047227,0.471,0.0418,0.348,0.04603757,0.356,0.042,-0.139,0.06578346,-0.114,0.052,993,990,6,6,165.5,165.0
CT,905370,WOODSTOCK SCHOOL DISTRICT,rla,0.273,0.07192641,0.299,0.0576,0.251,0.0553929,0.227,0.0496,-0.0226,0.091554,-0.0723,0.0628,345,513,4,6,86.3,85.5
CT,905370,WOODSTOCK SCHOOL DISTRICT,mth,0.0649,0.07900621,0.074,0.0658,-0.0994,0.05924734,-0.106,0.055,-0.164,0.09935128,-0.18,0.0754,345,513,4,6,86.3,85.5
FL,1200030,ALACHUA,mth,0.0857,0.04745158,0.0687,0.0415,-0.167,0.06418948,-0.145,0.0509,-0.253,0.07983278,-0.213,0.0522,12866,8462,6,4,2144.3,2115.5
FL,1200030,ALACHUA,rla,0.128,0.02262664,0.122,0.0183,0.0386,0.02372032,0.0453,0.0197,-0.0895,0.03278467,-0.0768,0.0194,12905,12718,6,6,2150.8,2119.7
FL,1200060,BAKER,mth,0.0684,0.05545668,0.0948,0.0475,0.0104,0.06871906,-0.00283,0.0543,-0.058,0.08569586,-0.0976,0.0543,1871,1357,5,4,374.2,339.3
FL,1200060,BAKER,rla,0.0163,0.03322019,0.0466,0.0249,0.0518,0.03062899,0.0303,0.0249,0.0355,0.04516459,-0.0163,0.0217,1868,2063,5,6,373.6,343.8
FL,1200090,BAY,mth,0.0538,0.04715842,0.0504,0.0412,-0.135,0.06371446,-0.134,0.0506,-0.189,0.07939895,-0.184,0.0521,10471,7715,6,4,1745.2,1928.8
FL,1200090,BAY,rla,0.139,0.02198746,0.133,0.0178,0.0596,0.0229445,0.0658,0.0192,-0.0797,0.03176321,-0.0675,0.0192,10581,11545,6,6,1763.5,1924.2
FL,1200120,BRADFORD,mth,-0.0419,0.05887026,-0.0507,0.0499,-0.2,0.07275545,-0.24,0.0563,-0.158,0.08784716,-0.189,0.0553,1089,840,5,4,217.8,210.0
FL,1200120,BRADFORD,rla,-0.106,0.03203041,-0.122,0.0251,-0.205,0.03454418,-0.179,0.0266,-0.0994,0.04693761,-0.0573,0.0219,1294,1222,6,6,215.7,203.7
FL,1200150,BREVARD,mth,0.166,0.04666621,0.181,0.0408,0.096,0.06300433,0.0484,0.0502,-0.0704,0.07851205,-0.133,0.0518,31905,20632,6,4,5317.5,5158.0
FL,1200150,BREVARD,rla,0.203,0.02066383,0.217,0.017,0.198,0.02180813,0.184,0.0184,-0.00541,0.03001858,-0.0325,0.0187,32098,31302,6,6,5349.7,5217.0
FL,1200180,BROWARD,mth,0.139,0.04645334,0.123,0.0407,-0.0836,0.06266971,-0.0583,0.05,-0.222,0.07811855,-0.181,0.0517,120209,71424,6,4,20034.8,17856.0
FL,1200180,BROWARD,rla,0.154,0.020147,0.157,0.0166,0.112,0.02129727,0.109,0.018,-0.0424,0.02928775,-0.0476,0.0185,121100,111185,6,6,20183.3,18530.8
FL,1200210,CALHOUN,rla,0.203,0.03485725,0.145,0.0261,0.00775,0.03568667,0.0626,0.0281,-0.195,0.04990173,-0.0823,0.0222,1000,921,6,6,166.7,153.5
FL,1200210,CALHOUN,mth,0.151,0.05358423,0.119,0.046,-0.148,0.07455556,-0.103,0.0569,-0.3,0.09214502,-0.222,0.0556,994,587,6,4,165.7,146.8
FL,1200240,CHARLOTTE,mth,0.104,0.04784439,0.117,0.0417,0.0173,0.06429669,-0.00817,0.051,-0.087,0.08025225,-0.125,0.0523,6493,4362,6,4,1082.2,1090.5
FL,1200240,CHARLOTTE,rla,0.0995,0.02329815,0.103,0.0187,0.0815,0.02404026,0.0762,0.02,-0.0181,0.03347075,-0.0269,0.0196,6502,6783,6,6,1083.7,1130.5
FL,1200270,CITRUS,mth,0.0359,0.04750482,0.0356,0.0415,-0.146,0.06440246,-0.154,0.0511,-0.182,0.0801147,-0.19,0.0523,6706,4392,6,4,1117.7,1098.0
FL,1200270,CITRUS,rla,0.0972,0.02283021,0.0759,0.0184,-0.0258,0.02409582,-0.00414,0.02,-0.123,0.033188,-0.08,0.0195,6751,6693,6,6,1125.2,1115.5
FL,1200300,CLAY,mth,0.247,0.04688837,0.257,0.041,0.186,0.06329319,0.155,0.0504,-0.0605,0.07888652,-0.102,0.0519,16763,10604,6,4,2793.8,2651.0
FL,1200300,CLAY,rla,0.25,0.02120963,0.25,0.0173,0.211,0.02228714,0.21,0.0187,-0.0384,0.03074119,-0.0396,0.0189,16919,16526,6,6,2819.8,2754.3
FL,1200330,COLLIER,mth,0.241,0.0468208,0.256,0.0409,0.201,0.06317926,0.159,0.0503,-0.0401,0.07872375,-0.0968,0.0519,21419,13711,6,4,3569.8,3427.8
FL,1200330,COLLIER,rla,0.167,0.02121174,0.191,0.0173,0.205,0.02228378,0.179,0.0187,0.038,0.03074977,-0.0121,0.0189,21499,21166,6,6,3583.2,3527.7
FL,1200360,COLUMBIA,mth,0.17,0.04820298,0.17,0.042,0.0419,0.06503459,0.0416,0.0514,-0.128,0.08087577,-0.128,0.0525,4474,2906,6,4,745.7,726.5
FL,1200360,COLUMBIA,rla,0.17,0.02417615,0.148,0.0194,0.0801,0.0255031,0.1,0.0209,-0.0897,0.03514655,-0.0481,0.0199,4502,4277,6,6,750.3,712.8
FL,1200390,DADE,mth,0.154,0.04642656,0.141,0.0406,-0.0432,0.06262664,-0.0193,0.05,-0.197,0.0780736,-0.161,0.0516,156673,91553,6,4,26112.2,22888.3
FL,1200390,DADE,rla,0.187,0.0200949,0.192,0.0166,0.156,0.02125418,0.151,0.018,-0.0314,0.02921953,-0.0415,0.0185,157274,147594,6,6,26212.3,24599.0
FL,1200420,DESOTO,rla,-0.34,0.02866874,-0.339,0.0227,-0.443,0.03175717,-0.437,0.0249,-0.103,0.04279672,-0.0976,0.0214,2236,2107,6,6,372.7,351.2
FL,1200420,DESOTO,mth,-0.376,0.0506973,-0.352,0.0441,-0.534,0.06969419,-0.534,0.0541,-0.157,0.08564104,-0.182,0.054,2224,1467,6,4,370.7,366.8
FL,1200450,DIXIE,mth,-0.0289,0.05346723,-0.00271,0.0462,-0.0826,0.07510309,-0.0785,0.0572,-0.0537,0.09165727,-0.0758,0.0557,952,579,6,4,158.7,144.8
FL,1200450,DIXIE,rla,-0.00719,0.03422081,-0.00612,0.026,-0.0445,0.03489549,-0.0439,0.0275,-0.0373,0.04894967,-0.0378,0.0224,954,907,6,6,159.0,151.2
FL,1200480,DUVAL,mth,0.00898,0.04655977,-0.000634,0.0407,-0.207,0.06283022,-0.178,0.0501,-0.216,0.0783025,-0.177,0.0517,57520,37905,6,4,9586.7,9476.3
FL,1200480,DUVAL,rla,-0.0617,0.02045709,-0.0576,0.0168,-0.113,0.02164058,-0.116,0.0183,-0.0511,0.02975583,-0.0583,0.0187,57840,56320,6,6,9640.0,9386.7
FL,1200510,ESCAMBIA,mth,-0.162,0.04702748,-0.151,0.0411,-0.314,0.06355122,-0.306,0.0505,-0.153,0.07908719,-0.155,0.052,17732,10820,6,4,2955.3,2705.0
FL,1200510,ESCAMBIA,rla,-0.0679,0.0213622,-0.0686,0.0175,-0.115,0.02265731,-0.114,0.0189,-0.0467,0.03112929,-0.0456,0.019,17848,16031,6,6,2974.7,2671.8
FL,1200540,FLAGLER,mth,0.203,0.0545914,0.204,0.047,0.118,0.06710682,0.0765,0.0528,-0.0851,0.08134999,-0.127,0.0533,4804,3748,5,4,960.8,937.0
FL,1200540,FLAGLER,rla,0.204,0.02374206,0.197,0.019,0.147,0.02474734,0.152,0.0204,-0.0571,0.03428989,-0.0449,0.0198,5842,5813,6,6,973.7,968.8
FL,1200570,FRANKLIN,mth,-0.285,0.06016349,-0.234,0.0511,-0.316,0.08449759,-0.367,0.0625,-0.0305,0.10326399,-0.133,0.0583,612,347,6,4,102.0,86.8
FL,1200570,FRANKLIN,rla,-0.24,0.04691367,-0.229,0.0344,-0.302,0.04900415,-0.301,0.0369,-0.0623,0.06795646,-0.0719,0.0242,611,537,6,6,101.8,89.5
FL,1200600,GADSDEN,mth,-0.15,0.05021986,-0.209,0.0437,-0.695,0.07145543,-0.57,0.0553,-0.545,0.08727638,-0.361,0.0547,2289,1249,6,4,381.5,312.3
FL,1200600,GADSDEN,rla,-0.254,0.02715645,-0.287,0.0219,-0.473,0.03222294,-0.422,0.0248,-0.219,0.04223659,-0.134,0.0215,2300,1914,6,6,383.3,319.0
FL,1200630,GILCHRIST,mth,0.269,0.05191877,0.249,0.0447,0.0721,0.06922685,0.0964,0.054,-0.197,0.08663162,-0.153,0.0541,1116,832,6,4,186.0,208.0
FL,1200630,GILCHRIST,rla,0.31,0.03238277,0.298,0.0246,0.238,0.0319612,0.245,0.0256,-0.0714,0.04553109,-0.0524,0.0218,1121,1220,6,6,186.8,203.3
FL,1200660,GLADES,mth,-0.0382,0.06076764,-0.0395,0.0514,-0.223,0.07679043,-0.223,0.0586,-0.184,0.09229247,-0.184,0.0564,792,602,5,4,158.4,150.5
FL,1200660,GLADES,rla,-0.0817,0.03464482,-0.0682,0.0261,-0.119,0.03545953,-0.129,0.0279,-0.0369,0.04972,-0.0605,0.0225,935,916,6,6,155.8,152.7
FL,1200690,GULF,rla,-0.0994,0.03783328,-0.0617,0.0282,-0.083,0.03862742,-0.116,0.0301,0.0164,0.05408418,-0.054,0.0227,820,827,6,6,136.7,137.8
FL,1200690,GULF,mth,-0.22,0.05788632,-0.143,0.0488,-0.122,0.0732328,-0.223,0.0568,0.0978,0.09285866,-0.0796,0.0557,814,539,6,4,135.7,134.8
FL,1200720,HAMILTON,mth,-0.337,0.05874961,-0.294,0.0499,-0.415,0.0817541,-0.444,0.061,-0.0782,0.10051133,-0.151,0.0576,736,472,6,4,122.7,118.0
FL,1200720,HAMILTON,rla,-0.413,0.04585409,-0.402,0.0338,-0.487,0.04752066,-0.479,0.0359,-0.0741,0.06602706,-0.077,0.024,734,709,6,6,122.3,118.2
FL,1200750,HARDEE,mth,0.0995,0.05002945,0.0925,0.0435,-0.0825,0.06728478,-0.0587,0.0529,-0.182,0.08348653,-0.151,0.0534,2402,1477,6,4,400.3,369.3
FL,1200750,HARDEE,rla,-0.0266,0.0270195,-0.0289,0.0215,-0.067,0.02891332,-0.0634,0.0231,-0.0403,0.03957682,-0.0344,0.0209,2412,2194,6,6,402.0,365.7
FL,1200780,HENDRY,mth,-0.168,0.04931599,-0.2,0.0428,-0.559,0.06601247,-0.485,0.0521,-0.391,0.08240251,-0.285,0.053,3200,3608,6,4,533.3,902.0
FL,1200780,HENDRY,rla,-0.174,0.02636317,-0.166,0.0203,-0.237,0.02481605,-0.24,0.0209,-0.0638,0.03623095,-0.0738,0.0202,3223,5764,6,6,537.2,960.7
FL,1200810,HERNANDO,mth,0.0508,0.04720435,0.0416,0.0412,-0.166,0.06363724,-0.152,0.0506,-0.217,0.07931088,-0.194,0.052,10020,6737,6,4,1670.0,1684.3
FL,1200810,HERNANDO,rla,0.051,0.02201593,0.0444,0.0178,-0.0148,0.02290959,-0.00895,0.0192,-0.0659,0.03176102,-0.0533,0.0192,9946,10102,6,6,1657.7,1683.7
FL,1200840,HIGHLANDS,mth,-0.0871,0.04814559,-0.0802,0.042,-0.251,0.06503218,-0.252,0.0514,-0.164,0.08095337,-0.172,0.0525,5529,3433,6,4,921.5,858.3
FL,1200840,HIGHLANDS,rla,-0.129,0.02445878,-0.125,0.0196,-0.182,0.02546425,-0.185,0.0209,-0.0528,0.03531631,-0.0602,0.02,5583,5376,6,6,930.5,896.0
FL,1200870,HILLSBOROUGH,mth,0.00209,0.04648227,0.0234,0.0407,-0.0701,0.0626933,-0.112,0.05,-0.0722,0.07815801,-0.136,0.0517,98137,63753,6,4,16356.2,15938.3
FL,1200870,HILLSBOROUGH,rla,0.0455,0.02021674,0.0625,0.0166,0.0329,0.02135362,0.0171,0.0181,-0.0126,0.02937771,-0.0454,0.0186,98671,97442,6,6,16445.2,16240.3
FL,1200900,HOLMES,rla,-0.0107,0.03066274,-0.0127,0.0237,-0.0752,0.03275474,-0.0721,0.0259,-0.0646,0.044896,-0.0594,0.0218,1547,1388,6,6,257.8,231.3
FL,1200900,HOLMES,mth,-0.0893,0.0510321,-0.0607,0.0441,-0.152,0.06930135,-0.196,0.0539,-0.0626,0.08610963,-0.135,0.054,1541,885,6,4,256.8,221.3
FL,1200930,INDIAN RIVER,mth,0.0596,0.04756361,0.0736,0.0415,-0.0215,0.06424694,-0.0401,0.0509,-0.0811,0.08001765,-0.114,0.0522,7987,4890,6,4,1331.2,1222.5
