fips,stateabb,sedaadmin,sedaadminname,subject,subgroup,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
1,AL,101980,LANETT CITY,rla,blk,-.669,.05834613,-.685,.0496,-.753,.0577974,-.735,.0506,-.0841,.08210747,-.0497,.0597,305,318,6,6,50.8,53
1,AL,101980,LANETT CITY,rla,ecd,-.73,.05781155,-.736,.049,-.762,.05437297,-.75,.0482,-.0325,.07936307,-.0147,.0581,376,383,6,6,62.7,63.8
1,AL,102010,LAUDERDALE COUNTY,mth,all,-.142,.04807459,-.154,.0436,-.171,.04831505,-.163,.0452,-.029,.06814786,-.00913,.0573,3715,3500,6,6,619.2,583.3
1,AL,102010,LAUDERDALE COUNTY,mth,ecd,-.363,.04894331,-.377,.0431,-.353,.04887879,-.349,.0457,.00953,.06918143,.0276,.0567,1849,1646,6,6,308.2,274.3
1,AL,102010,LAUDERDALE COUNTY,mth,wht,-.131,.04897311,-.134,.0462,-.152,.04918545,-.15,.0467,-.0214,.06939549,-.0159,.0623,3439,3231,6,6,573.2,538.5
1,AL,102010,LAUDERDALE COUNTY,rla,all,-.0135,.0299503,-.0271,.0282,-.106,.03090201,-.0939,.0292,-.0926,.04300403,-.0669,.038,3716,3501,6,6,619.3,583.5
1,AL,102010,LAUDERDALE COUNTY,rla,ecd,-.25,.03508616,-.268,.0325,-.325,.03611683,-.313,.0337,-.0752,.05037111,-.0446,.0434,1851,1644,6,6,308.5,274
1,AL,102010,LAUDERDALE COUNTY,rla,wht,-.00141,.02850488,-.00193,.0277,-.0928,.02948566,-.0912,.0287,-.0914,.04096478,-.0893,.0387,3439,3231,6,6,573.2,538.5
1,AL,102040,LAWRENCE COUNTY,mth,all,-.473,.04963292,-.477,.0448,-.517,.05000982,-.513,.0466,-.0438,.07044323,-.036,.0587,2126,2145,6,6,354.3,357.5
1,AL,102040,LAWRENCE COUNTY,mth,ecd,-.654,.050697,-.657,.0444,-.713,.05182668,-.708,.0481,-.0596,.07249256,-.0503,.0585,1184,1236,6,6,197.3,206
1,AL,102040,LAWRENCE COUNTY,mth,wht,-.451,.05178556,-.451,.0486,-.479,.05183385,-.471,.049,-.0279,.07325554,-.0208,.065,1571,1626,6,6,261.8,271
1,AL,102040,LAWRENCE COUNTY,rla,all,-.288,.03295091,-.296,.0307,-.356,.03409967,-.348,.0319,-.0683,.04739456,-.0515,.041,2126,2143,6,6,354.3,357.2
1,AL,102040,LAWRENCE COUNTY,rla,ecd,-.464,.03914659,-.482,.0358,-.57,.03933224,-.553,.0364,-.107,.05545865,-.0712,.0466,1184,1234,6,6,197.3,205.7
1,AL,102040,LAWRENCE COUNTY,rla,wht,-.25,.03377187,-.249,.0324,-.328,.03529169,-.324,.034,-.0782,.04882577,-.0749,.0452,1571,1624,6,6,261.8,270.7
1,AL,102070,LEE COUNTY,mth,all,-.251,.04784875,-.249,.0434,-.211,.04803373,-.214,.045,.04,.06779213,.0351,.0571,4400,4286,6,6,733.3,714.3
1,AL,102070,LEE COUNTY,mth,blk,-.531,.05361501,-.538,.0482,-.531,.05510074,-.534,.0513,-.000131,.07685157,.00351,.0644,1022,873,6,6,170.3,145.5
1,AL,102070,LEE COUNTY,mth,ecd,-.458,.04752488,-.46,.0422,-.416,.04873288,-.418,.0455,.042,.06806571,.0423,.0562,2569,1937,6,6,428.2,322.8
1,AL,102070,LEE COUNTY,mth,hsp,-.364,.07304605,-.348,.059,-.262,.06392216,-.284,.0552,.102,.09696347,.0648,.0639,308,338,6,6,51.3,56.3
1,AL,102070,LEE COUNTY,mth,wht,-.149,.04956597,-.145,.0467,-.11,.04968127,-.114,.0472,.0387,.07017202,.0309,.0629,2891,2740,6,6,481.8,456.7
1,AL,102070,LEE COUNTY,rla,all,-.155,.02981628,-.154,.0281,-.13,.03032406,-.131,.0287,.0252,.04250094,.0236,.0377,4388,4289,6,6,731.3,714.8
1,AL,102070,LEE COUNTY,rla,blk,-.479,.04412663,-.471,.0395,-.412,.0447198,-.421,.0409,.0672,.06267543,.05,.0509,1020,872,6,6,170,145.3
1,AL,102070,LEE COUNTY,rla,ecd,-.398,.03352892,-.395,.0313,-.339,.03541439,-.345,.0331,.0588,.04874439,.0504,.0423,2560,1936,6,6,426.7,322.7
1,AL,102070,LEE COUNTY,rla,hsp,-.38,.07337461,-.369,.063,-.208,.06537503,-.228,.0569,.172,.09824709,.141,.072,301,336,6,6,50.2,56
1,AL,102070,LEE COUNTY,rla,wht,-.035,.02985998,-.0311,.0289,-.0314,.03072188,-.0346,.0298,.0036,.04282041,-.00356,.0403,2890,2738,6,6,481.7,456.3
1,AL,102100,LIMESTONE COUNTY,mth,all,-.249,.04795105,-.303,.0435,-.572,.04781006,-.529,.0448,-.322,.06768452,-.227,.0571,3946,7158,6,6,657.7,1193
1,AL,102100,LIMESTONE COUNTY,mth,blk,-.478,.06380854,-.594,.0552,-1.08,.0570083,-1,.053,-.603,.08553727,-.408,.0689,354,1227,6,6,59,204.5
1,AL,102100,LIMESTONE COUNTY,mth,ecd,-.488,.04789286,-.554,.0424,-.878,.04820739,-.827,.0451,-.389,.0679232,-.273,.056,2135,3407,6,6,355.8,567.8
1,AL,102100,LIMESTONE COUNTY,mth,hsp,-.468,.05600478,-.52,.0479,-.63,.05152109,-.589,.046,-.161,.07613445,-.0689,.0567,468,771,6,6,78,128.5
1,AL,102100,LIMESTONE COUNTY,mth,wht,-.19,.04950994,-.216,.0466,-.411,.04908608,-.386,.0467,-.221,.0696778,-.17,.0625,2980,4865,6,6,496.7,810.8
1,AL,102100,LIMESTONE COUNTY,rla,all,-.165,.03027517,-.178,.0284,-.267,.02881287,-.257,.0274,-.102,.04175336,-.0792,.0371,3943,7154,6,6,657.2,1192.3
1,AL,102100,LIMESTONE COUNTY,rla,blk,-.338,.06131622,-.412,.0502,-.547,.04073699,-.521,.0381,-.21,.07355823,-.109,.0557,354,1224,6,6,59,204
1,AL,102100,LIMESTONE COUNTY,rla,ecd,-.441,.03445925,-.453,.032,-.51,.03232978,-.501,.0305,-.0686,.04727591,-.0472,.0413,2130,3405,6,6,355,567.5
1,AL,102100,LIMESTONE COUNTY,rla,hsp,-.606,.05507031,-.606,.0496,-.491,.04494208,-.488,.0417,.115,.0712015,.118,.0592,464,771,6,6,77.3,128.5
1,AL,102100,LIMESTONE COUNTY,rla,wht,-.0714,.03005241,-.074,.0291,-.168,.0283565,-.165,.0277,-.0965,.04122665,-.0914,.039,2982,4865,6,6,497,810.8
1,AL,102160,LOWNDES COUNTY,mth,all,-.812,.05793844,-.859,.051,-1.2,.06206565,-1.14,.0563,-.389,.08486035,-.282,.0664,646,583,6,6,107.7,97.2
1,AL,102160,LOWNDES COUNTY,mth,blk,-.834,.05661399,-.875,.0505,-1.22,.06124539,-1.16,.0561,-.386,.0834184,-.288,.0682,626,569,6,6,104.3,94.8
1,AL,102160,LOWNDES COUNTY,mth,ecd,-.927,.06590687,-.959,.0539,-1.23,.05980312,-1.19,.0548,-.305,.08927897,-.234,.066,424,565,5,6,84.8,94.2
1,AL,102160,LOWNDES COUNTY,rla,all,-.78,.04872234,-.794,.0428,-.899,.04619875,-.876,.0417,-.119,.06697383,-.0824,.0517,649,582,6,6,108.2,97
1,AL,102160,LOWNDES COUNTY,rla,blk,-.799,.04921561,-.809,.0432,-.908,.04824755,-.884,.0436,-.11,.06887648,-.0748,.054,628,568,6,6,104.7,94.7
1,AL,102160,LOWNDES COUNTY,rla,ecd,-.884,.05146448,-.884,.0446,-.93,.04625815,-.916,.042,-.0452,.06928904,-.0319,.0536,498,565,6,6,83,94.2
1,AL,102190,MACON COUNTY,mth,all,-.887,.06244895,-.926,.0544,-1.22,.06685285,-1.17,.0598,-.33,.09170857,-.242,.0699,722,826,5,6,144.4,137.7
1,AL,102190,MACON COUNTY,mth,blk,-.897,.06096552,-.936,.0534,-1.22,.06791288,-1.17,.0612,-.326,.09168659,-.233,.0725,679,757,5,6,135.8,126.2
1,AL,102190,MACON COUNTY,mth,ecd,-.978,.06663818,-1.02,.0545,-1.33,.0684213,-1.28,.0612,-.354,.09618852,-.257,.0691,514,804,5,6,102.8,134
1,AL,102190,MACON COUNTY,rla,all,-.7,.04453603,-.733,.0398,-.925,.04547655,-.881,.041,-.225,.06357065,-.148,.0501,861,829,6,6,143.5,138.2
1,AL,102190,MACON COUNTY,rla,blk,-.706,.04647611,-.738,.0413,-.929,.04790661,-.886,.0433,-.223,.06668995,-.148,.053,803,758,6,6,133.8,126.3
1,AL,102190,MACON COUNTY,rla,ecd,-.784,.05594783,-.852,.0468,-1.07,.04520529,-1.01,.0412,-.281,.07257135,-.161,.0545,515,806,5,6,103,134.3
1,AL,102220,MADISON COUNTY,mth,all,.0061,.04682809,-.0126,.0426,-.0347,.04704313,-.024,.0441,-.0408,.06636571,-.0114,.0563,8741,9064,6,6,1456.8,1510.7
1,AL,102220,MADISON COUNTY,mth,blk,-.304,.0485697,-.324,.0443,-.328,.04806617,-.327,.0454,-.0247,.06832376,-.00278,.059,1852,2074,6,6,308.7,345.7
1,AL,102220,MADISON COUNTY,mth,ecd,-.326,.04635953,-.349,.0413,-.372,.04722687,-.36,.0443,-.0467,.06616866,-.0115,.0551,3591,2901,6,6,598.5,483.5
1,AL,102220,MADISON COUNTY,mth,hsp,-.256,.05844404,-.261,.0496,-.214,.05379638,-.221,.0477,.0421,.07943365,.0401,.0578,477,568,6,6,79.5,94.7
1,AL,102220,MADISON COUNTY,mth,wht,.116,.04847252,.106,.0458,.0614,.04848376,.0652,.0461,-.0546,.06854218,-.041,.0617,5470,5404,6,6,911.7,900.7
1,AL,102220,MADISON COUNTY,rla,all,.115,.02777015,.108,.0263,.084,.02818801,.0887,.0269,-.0308,.03954074,-.019,.0356,8737,9061,6,6,1456.2,1510.2
1,AL,102220,MADISON COUNTY,rla,blk,-.213,.03652798,-.223,.0336,-.185,.03608219,-.187,.0338,.0278,.05132405,.0363,.0441,1853,2072,6,6,308.8,345.3
1,AL,102220,MADISON COUNTY,rla,ecd,-.263,.03138532,-.271,.0295,-.281,.03280945,-.278,.0309,-.0176,.04538825,-.00685,.0401,3590,2901,6,6,598.3,483.5
1,AL,102220,MADISON COUNTY,rla,hsp,-.198,.06133106,-.2,.0544,-.0855,.05243607,-.0983,.0475,.112,.08068825,.102,.0641,474,566,6,6,79,94.3
1,AL,102220,MADISON COUNTY,rla,wht,.24,.02756596,.237,.0268,.171,.0278473,.171,.0272,-.0687,.03913321,-.0657,.0372,5468,5400,6,6,911.3,900
1,AL,102250,MARENGO COUNTY,mth,all,-.261,.06871013,-.293,.0583,-.383,.06609822,-.359,.0597,-.122,.09535202,-.0659,.071,448,411,6,6,74.7,68.5
1,AL,102250,MARENGO COUNTY,mth,ecd,-.444,.06878714,-.513,.0557,-.666,.06156777,-.628,.0564,-.222,.09230317,-.115,.0672,350,296,6,6,58.3,49.3
1,AL,102250,MARENGO COUNTY,rla,all,-.236,.05759867,-.271,.0491,-.367,.05727144,-.333,.0499,-.131,.08119644,-.062,.0575,449,413,6,6,74.8,68.8
1,AL,102250,MARENGO COUNTY,rla,ecd,-.424,.0619269,-.487,.0521,-.642,.05992549,-.585,.0521,-.218,.0860863,-.0985,.0606,351,297,6,6,58.5,49.5
1,AL,102310,MARION COUNTY,mth,all,-.225,.05149193,-.223,.0461,-.158,.05133107,-.164,.0477,.0671,.07269901,.0594,.0599,1498,1485,6,6,249.7,247.5
1,AL,102310,MARION COUNTY,mth,ecd,-.333,.05231732,-.351,.0455,-.315,.05322919,-.311,.0493,.0183,.07465215,.0408,.0596,963,823,6,6,160.5,137.2
1,AL,102310,MARION COUNTY,mth,wht,-.204,.05310166,-.201,.0496,-.141,.05264416,-.145,.0497,.0626,.07476505,.0559,.066,1328,1295,6,6,221.3,215.8
1,AL,102310,MARION COUNTY,rla,all,-.0812,.03557308,-.076,.0329,-.0157,.03826663,-.0242,.0353,.0655,.05220096,.0518,.044,1497,1485,6,6,249.5,247.5
1,AL,102310,MARION COUNTY,rla,ecd,-.217,.04089701,-.22,.0373,-.169,.04613588,-.177,.0416,.0477,.06160582,.0428,.0501,963,825,6,6,160.5,137.5
1,AL,102310,MARION COUNTY,rla,wht,-.0606,.03495238,-.0534,.0334,-.00814,.03828307,-.016,.0366,.0525,.05177323,.0374,.0474,1328,1293,6,6,221.3,215.5
1,AL,102350,MIDFIELD CITY,mth,all,-.957,.0636906,-.953,.0549,-1.14,.0627286,-1.12,.057,-.183,.08938802,-.168,.0684,458,495,6,6,76.3,82.5
1,AL,102350,MIDFIELD CITY,mth,blk,-.98,.06162066,-.987,.054,-1.2,.06401587,-1.17,.0584,-.218,.08882396,-.178,.071,430,449,6,6,71.7,74.8
1,AL,102350,MIDFIELD CITY,mth,ecd,-1.04,.06742029,-1.03,.0552,-1.23,.06484144,-1.21,.0588,-.195,.09355285,-.18,.068,364,453,6,6,60.7,75.5
1,AL,102350,MIDFIELD CITY,rla,all,-.919,.06116651,-.904,.0507,-.927,.05070603,-.923,.0456,-.00874,.07942371,-.0191,.0567,459,495,6,6,76.5,82.5
1,AL,102350,MIDFIELD CITY,rla,blk,-.949,.06421554,-.928,.0526,-.972,.0532421,-.96,.0479,-.0222,.08334841,-.0324,.06,431,448,6,6,71.8,74.7
1,AL,102350,MIDFIELD CITY,rla,ecd,-.956,.06350969,-.953,.0524,-.997,.05316613,-.979,.0476,-.0408,.08282166,-.0253,.0593,365,456,6,6,60.8,76
1,AL,102370,MOBILE COUNTY,mth,all,-.395,.04583203,-.41,.0419,-.51,.04639976,-.496,.0436,-.115,.06521121,-.0861,.0556,24746,24165,6,6,4124.3,4027.5
1,AL,102370,MOBILE COUNTY,mth,blk,-.643,.04406931,-.656,.0408,-.774,.04473036,-.763,.0425,-.131,.06278488,-.107,.0554,12311,12388,6,6,2051.8,2064.7
1,AL,102370,MOBILE COUNTY,mth,ecd,-.623,.04424781,-.639,.0397,-.758,.04478373,-.744,.0422,-.135,.06294877,-.105,.0531,14454,17600,6,6,2409,2933.3
1,AL,102370,MOBILE COUNTY,mth,hsp,-.49,.04841442,-.514,.0428,-.582,.04828998,-.556,.0432,-.0925,.06835284,-.0427,.053,1114,1281,6,6,185.7,213.5
1,AL,102370,MOBILE COUNTY,mth,wht,-.124,.04723315,-.132,.0447,-.191,.04780661,-.184,.0455,-.0671,.06719393,-.0521,.0607,9747,8916,6,6,1624.5,1486
1,AL,102370,MOBILE COUNTY,rla,all,-.336,.02590084,-.338,.0247,-.353,.02669345,-.351,.0255,-.0176,.03717567,-.0137,.0338,24787,24166,6,6,4131.2,4027.7
1,AL,102370,MOBILE COUNTY,rla,blk,-.603,.02918434,-.603,.0276,-.597,.02984054,-.596,.0284,.00572,.04172625,.00714,.0376,12338,12388,6,6,2056.3,2064.7
1,AL,102370,MOBILE COUNTY,rla,ecd,-.589,.02753129,-.591,.0262,-.605,.02799782,-.602,.0268,-.0159,.03925676,-.0108,.0356,14486,17596,6,6,2414.3,2932.7
1,AL,102370,MOBILE COUNTY,rla,hsp,-.459,.04357693,-.473,.0408,-.479,.05270125,-.45,.0471,-.0194,.06876466,.0234,.0576,1115,848,6,4,185.8,212
1,AL,102370,MOBILE COUNTY,rla,wht,-.0128,.02521166,-.0116,.0246,-.0602,.02631721,-.0607,.0257,-.0474,.0364162,-.0491,.0348,9759,8917,6,6,1626.5,1486.2
1,AL,102400,MONROE COUNTY,mth,all,-.692,.05177935,-.677,.0464,-.673,.05226177,-.681,.0485,.0191,.0735629,-.0037,.0605,1548,1450,6,6,258,241.7
1,AL,102400,MONROE COUNTY,mth,blk,-.847,.05520015,-.837,.0493,-.862,.05537924,-.863,.0515,-.0144,.07819574,-.0263,.0651,797,775,6,6,132.8,129.2
1,AL,102400,MONROE COUNTY,mth,ecd,-.82,.05169852,-.808,.0451,-.852,.05275137,-.854,.0489,-.0321,.07386126,-.0461,.0593,1166,1053,6,6,194.3,175.5
1,AL,102400,MONROE COUNTY,mth,wht,-.511,.05964138,-.489,.055,-.462,.05889051,-.466,.055,.0485,.08378448,.023,.0722,645,564,6,6,107.5,94
1,AL,102400,MONROE COUNTY,rla,all,-.539,.03771943,-.547,.0345,-.615,.03787474,-.604,.0351,-.0754,.0534092,-.0567,.0447,1548,1450,6,6,258,241.7
1,AL,102400,MONROE COUNTY,rla,blk,-.807,.04707433,-.813,.0416,-.872,.04546698,-.855,.0414,-.0649,.06543731,-.0422,.0522,797,772,6,6,132.8,128.7
1,AL,102400,MONROE COUNTY,rla,ecd,-.714,.0410196,-.732,.0372,-.853,.04079731,-.829,.0376,-.139,.05785264,-.0973,.0479,1166,1050,6,6,194.3,175
1,AL,102400,MONROE COUNTY,rla,wht,-.214,.04664052,-.211,.0433,-.322,.0497815,-.314,.0465,-.108,.06800914,-.103,.0589,645,568,6,6,107.5,94.7
1,AL,102430,MONTGOMERY COUNTY,mth,all,-.77,.04658322,-.788,.0425,-.99,.04756337,-.969,.0445,-.22,.06657352,-.181,.0564,13552,13103,6,6,2258.7,2183.8
1,AL,102430,MONTGOMERY COUNTY,mth,blk,-.887,.0445291,-.895,.0412,-1.07,.04551404,-1.05,.0432,-.181,.06366849,-.158,.056,10554,10210,6,6,1759,1701.7
1,AL,102430,MONTGOMERY COUNTY,mth,ecd,-1.01,.04524671,-1,.0405,-1.16,.04633593,-1.15,.0435,-.155,.06476272,-.152,.0542,8403,9961,6,6,1400.5,1660.2
1,AL,102430,MONTGOMERY COUNTY,mth,hsp,-.952,.04815715,-.964,.0429,-1.08,.05168901,-1.04,.0457,-.127,.07068853,-.08,.0545,1174,1003,6,6,195.7,167.2
1,AL,102430,MONTGOMERY COUNTY,mth,wht,.132,.06021746,.0603,.0559,-.431,.05922639,-.364,.0551,-.563,.08435786,-.424,.0729,1186,1063,6,6,197.7,177.2
1,AL,102430,MONTGOMERY COUNTY,rla,all,-.608,.02736459,-.61,.026,-.654,.02779239,-.651,.0265,-.0459,.03899951,-.0412,.0352,13559,13100,6,6,2259.8,2183.3
1,AL,102430,MONTGOMERY COUNTY,rla,blk,-.699,.02986562,-.703,.0282,-.745,.03038539,-.739,.0289,-.0459,.04259954,-.0357,.0383,10560,10210,6,6,1760,1701.7
1,AL,102430,MONTGOMERY COUNTY,rla,ecd,-.877,.0293853,-.87,.0278,-.855,.02917427,-.856,.0278,.022,.04141416,.0145,.0372,8400,9963,6,6,1400,1660.5
1,AL,102430,MONTGOMERY COUNTY,rla,hsp,-1.09,.05495244,-1.08,.0495,-.922,.04280044,-.919,.0399,.17,.06968116,.157,.0582,1173,1002,6,6,195.5,167
1,AL,102430,MONTGOMERY COUNTY,rla,wht,.473,.04790935,.399,.0446,-.171,.04680325,-.106,.0438,-.644,.06666438,-.504,.0584,1187,1067,6,6,197.8,177.8
1,AL,102480,MORGAN COUNTY,mth,all,-.297,.04826133,-.29,.0437,-.225,.04875358,-.233,.0456,.0716,.06858807,.0575,.0576,3480,3426,6,6,580,571
1,AL,102480,MORGAN COUNTY,mth,ecd,-.496,.04845679,-.494,.0428,-.434,.04979495,-.44,.0464,.0619,.06947602,.053,.0569,1966,1609,6,6,327.7,268.2
1,AL,102480,MORGAN COUNTY,mth,hsp,-.566,.05637295,-.571,.0485,-.573,.05607196,-.565,.0492,-.0069,.0795393,.00577,.0581,447,459,6,6,74.5,76.5
1,AL,102480,MORGAN COUNTY,mth,wht,-.243,.04957292,-.236,.0467,-.166,.05000319,-.171,.0474,.0764,.07039731,.065,.063,2850,2778,6,6,475,463
1,AL,102480,MORGAN COUNTY,rla,all,-.184,.03051007,-.187,.0287,-.195,.03115078,-.192,.0294,-.0108,.04359053,-.00521,.0384,3478,3427,6,6,579.7,571.2
1,AL,102480,MORGAN COUNTY,rla,ecd,-.436,.03519775,-.435,.0326,-.394,.03624703,-.398,.0338,.0417,.05053128,.0376,.0435,1964,1609,6,6,327.3,268.2
1,AL,102480,MORGAN COUNTY,rla,hsp,-.743,.05201804,-.734,.0475,-.593,.0516917,-.594,.0468,.15,.07338458,.14,.0603,445,460,6,6,74.2,76.7
1,AL,102480,MORGAN COUNTY,rla,wht,-.0821,.02958076,-.0804,.0286,-.133,.0304659,-.133,.0296,-.051,.04243765,-.0528,.04,2850,2778,6,6,475,463
1,AL,102490,MOUNTAIN BROOK CITY,mth,all,.736,.05456963,.696,.0484,.77,.0509851,.782,.0475,.0344,.07465697,.086,.061,1934,1907,6,6,322.3,317.8
1,AL,102490,MOUNTAIN BROOK CITY,mth,wht,.737,.05526554,.726,.0514,.772,.05185659,.759,.0491,.0355,.07574992,.0328,.0668,1846,1781,6,6,307.7,296.8
1,AL,102490,MOUNTAIN BROOK CITY,rla,all,.707,.03724119,.698,.0341,.756,.03578385,.753,.0334,.0487,.05149797,.0552,.0435,1934,1909,6,6,322.3,318.2
1,AL,102490,MOUNTAIN BROOK CITY,rla,wht,.709,.03555611,.705,.0339,.759,.03483764,.75,.0336,.0505,.04964958,.0445,.0458,1846,1779,6,6,307.7,296.5
1,AL,102520,MUSCLE SHOALS CITY,mth,all,.198,.05349843,.193,.0477,.299,.05508435,.292,.0507,.1,.07678308,.0994,.0623,1303,1290,6,6,217.2,215
1,AL,102520,MUSCLE SHOALS CITY,mth,ecd,-.166,.06053264,-.19,.0513,-.0864,.06771546,-.089,.0605,.0795,.09084654,.101,.0676,451,379,6,6,75.2,63.2
1,AL,102520,MUSCLE SHOALS CITY,mth,wht,.333,.05722536,.338,.0531,.441,.05909528,.419,.0551,.108,.08224568,.0809,.0712,913,873,6,6,152.2,145.5
1,AL,102520,MUSCLE SHOALS CITY,rla,all,.147,.03918525,.149,.0357,.209,.03995962,.203,.0367,.0619,.05593266,.054,.0461,1303,1290,6,6,217.2,215
1,AL,102520,MUSCLE SHOALS CITY,rla,ecd,-.259,.0557203,-.266,.0479,-.213,.05936632,-.224,.0514,.0458,.08152453,.0416,.059,451,377,6,6,75.2,62.8
1,AL,102520,MUSCLE SHOALS CITY,rla,wht,.306,.04238205,.309,.0398,.344,.04342157,.333,.0411,.0381,.0605803,.0238,.0539,913,873,6,6,152.2,145.5
1,AL,102550,ONEONTA CITY,mth,all,-.0256,.05702034,-.0455,.0503,-.0678,.05770051,-.0575,.0529,-.0422,.08112828,-.012,.0645,697,629,6,6,116.2,104.8
1,AL,102550,ONEONTA CITY,mth,ecd,-.292,.06532748,-.345,.0543,-.399,.0697429,-.369,.0622,-.106,.09554642,-.0238,.0692,323,270,6,6,53.8,45
1,AL,102550,ONEONTA CITY,mth,wht,.0962,.06172936,.0875,.0567,-.00985,.06315345,-.00373,.0585,-.106,.08829152,-.0912,.0751,460,398,6,6,76.7,66.3
1,AL,102550,ONEONTA CITY,rla,all,-.0403,.04674648,-.0132,.0413,.147,.0469435,.115,.0421,.187,.06641428,.128,.0514,697,627,6,6,116.2,104.5
1,AL,102550,ONEONTA CITY,rla,ecd,-.402,.06092955,-.369,.0515,-.188,.06528526,-.246,.0555,.214,.0893617,.123,.0618,323,271,6,6,53.8,45.2
1,AL,102550,ONEONTA CITY,rla,wht,.17,.05159701,.182,.0475,.208,.05324203,.192,.0493,.0381,.07404023,.00943,.063,460,401,6,6,76.7,66.8
1,AL,102580,OPELIKA CITY,mth,all,-.208,.05050232,-.218,.0455,-.229,.0508274,-.223,.0473,-.0209,.071648,-.00471,.0594,2167,2355,6,6,361.2,392.5
1,AL,102580,OPELIKA CITY,mth,blk,-.419,.05041099,-.44,.0458,-.49,.05119144,-.483,.048,-.0712,.07183915,-.0437,.0613,1239,1320,6,6,206.5,220
1,AL,102580,OPELIKA CITY,mth,ecd,-.446,.04976974,-.464,.0437,-.496,.0498525,-.486,.0465,-.0509,.0704388,-.0226,.0574,1505,1668,6,6,250.8,278
1,AL,102580,OPELIKA CITY,mth,hsp,-.508,.07520461,-.479,.0605,-.398,.06514442,-.422,.0561,.11,.09917777,.0575,.065,206,290,5,6,41.2,48.3
1,AL,102580,OPELIKA CITY,mth,wht,.394,.06637446,.358,.0602,.296,.06203698,.307,.0574,-.0986,.09096272,-.0509,.0761,595,666,6,6,99.2,111
1,AL,102580,OPELIKA CITY,rla,all,-.246,.03440294,-.246,.0318,-.248,.03396368,-.247,.0318,-.00206,.04834962,-.000899,.0416,2147,2355,6,6,357.8,392.5
1,AL,102580,OPELIKA CITY,rla,blk,-.473,.03944155,-.483,.036,-.494,.03873477,-.488,.036,-.0214,.05535227,-.00533,.0467,1239,1318,6,6,206.5,219.7
1,AL,102580,OPELIKA CITY,rla,ecd,-.501,.03692952,-.501,.0339,-.504,.03550369,-.503,.0332,-.00354,.05126452,-.00117,.0439,1488,1669,6,6,248,278.2
1,AL,102580,OPELIKA CITY,rla,hsp,-.6,.09793605,-.578,.0756,-.459,.06521471,-.463,.0582,.141,.11781211,.115,.0777,115,288,3,6,38.3,48
1,AL,102580,OPELIKA CITY,rla,wht,.385,.05067508,.365,.0467,.275,.0496362,.283,.0463,-.109,.07094118,-.0823,.0608,594,662,6,6,99,110.3
1,AL,102610,OPP CITY,mth,all,-.406,.06168823,-.359,.0534,-.11,.05999429,-.154,.0548,.296,.08607584,.205,.0667,607,571,6,6,101.2,95.2
1,AL,102610,OPP CITY,mth,ecd,-.667,.06770229,-.574,.0555,-.296,.06775011,-.362,.0609,.371,.0957072,.211,.069,372,280,6,6,62,46.7
1,AL,102610,OPP CITY,mth,wht,-.278,.06557923,-.25,.0599,.00967,.06451833,-.0178,.0596,.287,.09200382,.233,.0774,446,413,6,6,74.3,68.8
1,AL,102610,OPP CITY,rla,all,-.251,.05252367,-.191,.0453,-.0317,.05079159,-.0766,.0452,.22,.07318341,.115,.0543,607,569,6,6,101.2,94.8
1,AL,102610,OPP CITY,rla,ecd,-.522,.06303994,-.444,.0527,-.244,.06369452,-.309,.0547,.277,.08962341,.134,.0619,372,281,6,6,62,46.8
1,AL,102610,OPP CITY,rla,wht,-.104,.05605291,-.0701,.0511,.0944,.05722357,.0644,.0525,.198,.08015146,.134,.0667,446,414,6,6,74.3,69
1,AL,102635,OXFORD CITY,mth,all,-.184,.05102254,-.182,.0458,-.105,.05129557,-.112,.0477,.0796,.07233014,.07,.0598,1901,1899,6,6,316.8,316.5
1,AL,102635,OXFORD CITY,mth,blk,-.49,.05880043,-.496,.0519,-.457,.0578576,-.465,.0536,.0322,.08250311,.0305,.0675,508,566,6,6,84.7,94.3
1,AL,102635,OXFORD CITY,mth,ecd,-.378,.05231446,-.388,.0455,-.339,.05295777,-.339,.049,.0391,.07444377,.0489,.0596,1156,1017,6,6,192.7,169.5
1,AL,102635,OXFORD CITY,mth,hsp,-.414,.06600625,-.391,.0552,-.272,.06668435,-.302,.0566,.142,.09383474,.0883,.0632,299,304,6,6,49.8,50.7
1,AL,102635,OXFORD CITY,mth,wht,.0406,.05654956,.03,.0524,.0482,.05669402,.0483,.0532,.00754,.07996742,.0183,.0697,993,945,6,6,165.5,157.5
1,AL,102635,OXFORD CITY,rla,all,-.0653,.03489581,-.0511,.0323,.0759,.03604106,.0591,.0335,.141,.05012826,.11,.0427,1906,1902,6,6,317.7,317
1,AL,102635,OXFORD CITY,rla,blk,-.387,.04995274,-.377,.0438,-.269,.05024298,-.292,.0451,.118,.07087633,.0854,.055,508,567,6,6,84.7,94.5
1,AL,102635,OXFORD CITY,rla,ecd,-.304,.04009576,-.291,.0365,-.146,.04185403,-.169,.0383,.158,.05799763,.121,.048,1160,1017,6,6,193.3,169.5
