Online_months,stateabb,sedaadmin,sedaadminname,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
11,CA,633240,ROBLA ELEMENTARY,-0.295,0.06006439,-0.33,0.0498,-0.441,0.06382871,-0.435,0.0508,-0.146,0.07579095,-0.105,0.0485,1146,1079,4,4,286.5,269.8
11,CA,633390,ROMOLAND ELEMENTARY,-0.22,0.03941483,-0.241,0.0345,-0.347,0.04167562,-0.324,0.0366,-0.127,0.05736801,-0.0837,0.0424,2652,2741,6,6,442.0,456.8
9,CA,633480,ROSEDALE UNION ELEMENTARY,0.242,0.03750775,0.224,0.0331,0.123,0.03898908,0.139,0.0347,-0.12,0.05409983,-0.0848,0.041,3907,3986,6,6,651.2,664.3
11,CA,633510,ROSELAND,-0.282,0.06305254,-0.292,0.0514,-0.38,0.0639719,-0.37,0.0511,-0.0981,0.077365,-0.0777,0.0489,736,842,4,4,184.0,210.5
11,CA,633570,ROSEMEAD ELEMENTARY,0.269,0.04457159,0.268,0.0383,0.239,0.04811369,0.234,0.0412,-0.0305,0.0656304,-0.0343,0.0455,1641,1511,6,6,273.5,251.8
5,CA,633600,ROSEVILLE CITY ELEMENTARY,0.265,0.03613022,0.266,0.0321,0.263,0.03804216,0.258,0.0339,-0.00148,0.0524671,-0.00816,0.0403,7192,7319,6,6,1198.7,1219.8
8,CA,633660,ROSS ELEMENTARY,0.764,0.06812628,0.742,0.0535,0.761,0.06825101,0.756,0.0558,-0.00294,0.09647258,0.015,0.0529,283,235,6,6,47.2,39.2
11,CA,633750,ROWLAND UNIFIED,-0.0885,0.03660172,-0.0776,0.0325,-0.0804,0.03916188,-0.0926,0.0348,0.00817,0.05361529,-0.015,0.0408,5961,5316,6,6,993.5,886.0
11,CA,633840,SACRAMENTO CITY UNIFIED,-0.315,0.03495582,-0.309,0.0312,-0.357,0.03704432,-0.362,0.0332,-0.0428,0.05093438,-0.0532,0.0396,19879,17545,6,6,3313.2,2924.2
11,CA,633860,SADDLEBACK VALLEY UNIFIED,0.239,0.03541849,0.237,0.0315,0.199,0.03744914,0.199,0.0335,-0.0395,0.05154977,-0.0376,0.0398,11392,10178,6,6,1898.7,1696.3
10,CA,633900,SALIDA UNION ELEMENTARY,-0.16,0.04236698,-0.174,0.0366,-0.271,0.0450742,-0.256,0.0392,-0.11,0.06182907,-0.0821,0.0441,1585,1506,6,6,264.2,251.0
11,CA,633930,SALINAS CITY ELEMENTARY,-0.473,0.05232729,-0.478,0.0447,-0.554,0.05425883,-0.559,0.0449,-0.0808,0.06518459,-0.0811,0.0453,4947,4621,4,4,1236.8,1155.3
11,CA,634170,SAN BERNARDINO CITY UNIFIED,-0.325,0.03453609,-0.336,0.0309,-0.456,0.03659569,-0.443,0.0328,-0.131,0.0503249,-0.107,0.0393,23124,21337,6,6,3854.0,3556.2
11,CA,634230,SAN BRUNO PARK ELEMENTARY,-0.12,0.04409543,-0.141,0.0381,-0.234,0.04957134,-0.21,0.0421,-0.114,0.06633913,-0.0688,0.0456,1561,1312,6,6,260.2,218.7
10,CA,634290,SAN CARLOS ELEMENTARY,0.698,0.04460009,0.726,0.0383,0.853,0.04928093,0.809,0.0421,0.155,0.0663388,0.0831,0.0457,1964,1698,6,6,327.3,283.0
11,CA,634320,SAN DIEGO UNIFIED,0.0833,0.03430519,0.0818,0.0307,0.0572,0.03615548,0.0571,0.0325,-0.0261,0.04984918,-0.0247,0.039,43796,39531,6,6,7299.3,6588.5
11,CA,634410,SAN FRANCISCO UNIFIED,0.0503,0.03877142,0.0588,0.0339,0.0562,0.0367737,0.0477,0.033,0.00591,0.05371787,-0.0111,0.041,18965,20325,5,6,3793.0,3387.5
11,CA,634425,SAN GABRIEL UNIFIED,0.192,0.04273555,0.217,0.037,0.275,0.04639476,0.244,0.04,0.0833,0.06307106,0.0265,0.0445,2125,1928,6,6,354.2,321.3
11,CA,634440,SAN JACINTO UNIFIED,-0.418,0.03757721,-0.422,0.0331,-0.523,0.03965426,-0.516,0.0352,-0.105,0.05460844,-0.0938,0.0412,4685,4688,6,6,780.8,781.3
9,CA,634590,SAN JOSE UNIFIED,0.0687,0.03545925,0.0634,0.0316,0.00971,0.03769816,0.0138,0.0337,-0.059,0.05175546,-0.0495,0.0399,12920,10998,6,6,2153.3,1833.0
11,CA,634620,SAN JUAN UNIFIED,-0.227,0.03499405,-0.222,0.0312,-0.257,0.03688355,-0.262,0.0331,-0.0291,0.05084993,-0.0395,0.0395,17630,16078,6,6,2938.3,2679.7
11,CA,634680,SAN LEANDRO UNIFIED,-0.329,0.03813039,-0.322,0.0336,-0.349,0.04051726,-0.355,0.0358,-0.0197,0.05563245,-0.0326,0.0416,3931,3621,6,6,655.2,603.5
11,CA,634710,SAN LORENZO UNIFIED,-0.581,0.03826547,-0.548,0.0337,-0.512,0.04066436,-0.544,0.0359,0.069,0.05583989,0.00392,0.0418,4353,3421,6,6,725.5,570.2
9,CA,634740,SAN LORENZO VALLEY UNIFIED,0.115,0.0454414,0.0985,0.0389,0.0311,0.04944282,0.048,0.042,-0.0843,0.06716079,-0.0505,0.0458,1191,989,6,6,198.5,164.8
11,CA,634800,SAN LUIS COASTAL UNIFIED,0.459,0.039828,0.434,0.0348,0.34,0.04172519,0.361,0.0367,-0.119,0.05765932,-0.073,0.0425,3452,3146,6,6,575.3,524.3
11,CA,634860,SAN MARINO UNIFIED,1.2,0.06223107,1.13,0.0489,1.13,0.05797094,1.15,0.0496,-0.065,0.08394354,0.0137,0.0501,1273,1182,6,6,212.2,197.0
11,CA,634880,SAN MARCOS UNIFIED,0.365,0.03596814,0.347,0.0319,0.277,0.03782758,0.292,0.0338,-0.0874,0.05219223,-0.0553,0.0401,9668,8531,6,6,1611.3,1421.8
9,CA,634920,SAN MATEO-FOSTER CITY,0.28,0.03744825,0.272,0.0331,0.229,0.04002183,0.234,0.0354,-0.0503,0.05481417,-0.0386,0.0413,7295,6635,6,6,1215.8,1105.8
11,CA,635010,SAN MIGUEL JOINT UNION,-0.336,0.06787296,-0.296,0.0523,-0.295,0.06177625,-0.322,0.0518,0.0413,0.0920634,-0.0254,0.0514,316,369,5,6,63.2,61.5
8,CA,635040,SAN PASQUAL UNION ELEMENTARY,0.244,0.05819018,0.203,0.0475,0.105,0.06106674,0.141,0.0503,-0.14,0.0843564,-0.0624,0.0504,388,322,6,6,64.7,53.7
7,CA,635090,SAN RAFAEL CITY ELEMENTARY,-0.226,0.04098317,-0.229,0.0356,-0.31,0.04337111,-0.305,0.0379,-0.0841,0.0596967,-0.0755,0.0433,2885,2590,6,6,480.8,431.7
11,CA,635130,SAN RAMON VALLEY UNIFIED,0.722,0.03562601,0.716,0.0317,0.719,0.03761555,0.719,0.0336,-0.0024,0.0518047,0.00205,0.04,14743,13162,6,6,2457.2,2193.7
11,CA,635220,SAN YSIDRO ELEMENTARY,-0.361,0.04532858,-0.348,0.038,-0.4,0.0429871,-0.405,0.0382,-0.0385,0.06183294,-0.0577,0.0437,2521,2726,5,6,504.2,454.3
11,CA,635250,SANGER UNIFIED,-0.0443,0.03644519,-0.0518,0.0323,-0.11,0.03814173,-0.103,0.034,-0.0658,0.05276977,-0.0512,0.0404,5764,5890,6,6,960.7,981.7
11,CA,635310,SANTA ANA UNIFIED,-0.531,0.03473805,-0.52,0.031,-0.546,0.03681565,-0.555,0.033,-0.0152,0.05062666,-0.0343,0.0394,21736,17953,6,6,3622.7,2992.2
11,CA,635430,SANTA CLARA UNIFIED,0.25,0.03736601,0.249,0.033,0.247,0.0393652,0.245,0.0349,-0.00343,0.05427243,-0.00327,0.041,6622,5896,6,6,1103.7,982.7
11,CA,635700,SANTA MONICA-MALIBU UNIFIED,0.643,0.06058825,0.611,0.0452,0.611,0.04093532,0.612,0.0377,-0.0322,0.0719658,0.0011,0.0461,2380,3857,3,6,793.3,642.8
10,CA,635790,SANTA RITA UNION ELEMENTARY,-0.32,0.04349961,-0.356,0.0373,-0.552,0.04386139,-0.514,0.0385,-0.232,0.06159214,-0.157,0.044,2018,2258,5,6,403.6,376.3
11,CA,635810,SANTA ROSA ELEMENTARY,-0.298,0.05247637,-0.354,0.0429,-0.548,0.04437084,-0.501,0.0392,-0.25,0.06831337,-0.148,0.0462,1928,2723,4,6,482.0,453.8
8,CA,635880,SANTEE,0.0348,0.03729019,0.055,0.0329,0.114,0.03936214,0.0905,0.0349,0.0788,0.05421829,0.0355,0.041,4303,4012,6,6,717.2,668.7
7,CA,635910,SARATOGA UNION ELEMENTARY,0.981,0.05254965,0.965,0.0433,0.994,0.05229814,0.989,0.0449,0.0133,0.07342952,0.0245,0.0477,1312,1201,6,6,218.7,200.2
8,CA,635970,SAUGUS UNION,0.315,0.0515403,0.333,0.0442,0.382,0.05343147,0.359,0.0444,0.0666,0.06419591,0.026,0.045,5517,5242,4,4,1379.3,1310.5
10,CA,636030,SAVANNA ELEMENTARY,0.0314,0.06143919,0.0155,0.0508,0.044,0.06509845,-0.0124,0.0515,0.0126,0.07661314,-0.028,0.0487,1252,1046,4,4,313.0,261.5
11,CA,636180,SEBASTOPOL UNION ELEMENTARY,0.113,0.07449212,0.11,0.0557,0.0685,0.0641621,0.0667,0.0543,-0.0444,0.0982136,-0.0436,0.0528,246,296,5,6,49.2,49.3
11,CA,636270,SELMA UNIFIED,-0.259,0.03836306,-0.239,0.0337,-0.23,0.04064658,-0.249,0.0359,0.0292,0.05589455,-0.00957,0.0418,2945,2633,6,6,490.8,438.8
10,CA,636800,SIERRA SANDS UNIFIED,-0.166,0.04077724,-0.194,0.0355,-0.345,0.04320676,-0.315,0.0378,-0.178,0.05942482,-0.12,0.0432,2239,2199,6,6,373.2,366.5
11,CA,636805,SIERRA UNIFIED,-0.145,0.0626284,-0.131,0.0491,-0.162,0.05669629,-0.172,0.0484,-0.0162,0.0844022,-0.0404,0.0502,479,510,5,6,95.8,85.0
10,CA,636820,SILVER VALLEY UNIFIED,-0.0353,0.05051655,-0.0868,0.042,-0.255,0.04929293,-0.208,0.0424,-0.219,0.07066739,-0.121,0.047,828,930,5,6,165.6,155.0
11,CA,636840,SIMI VALLEY UNIFIED,-0.00879,0.03604619,-0.0105,0.032,-0.0355,0.03804728,-0.0349,0.0339,-0.0267,0.0524123,-0.0244,0.0402,7144,6213,6,6,1190.7,1035.5
11,CA,636970,SNOWLINE JOINT UNIFIED,-0.286,0.03802222,-0.312,0.0335,-0.472,0.04016342,-0.443,0.0355,-0.186,0.05530561,-0.131,0.0415,3411,3472,6,6,568.5,578.7
11,CA,636990,SOLANA BEACH ELEMENTARY,0.952,0.06259601,0.944,0.0511,0.988,0.06269698,0.977,0.0503,0.0362,0.07830104,0.0327,0.0491,1780,1657,4,4,445.0,414.3
11,CA,637050,SOLEDAD UNIFIED,-0.516,0.0412192,-0.516,0.0359,-0.576,0.04450794,-0.573,0.0387,-0.0594,0.06065104,-0.0569,0.0436,2261,2080,6,6,376.8,346.7
11,CA,637110,SOLVANG ELEMENTARY,0.319,0.06347335,0.288,0.0508,0.16,0.06558211,0.195,0.0538,-0.159,0.0910007,-0.0925,0.0518,422,336,6,6,70.3,56.0
11,CA,637200,SONOMA VALLEY UNIFIED,-0.324,0.0427275,-0.316,0.0369,-0.378,0.04516949,-0.381,0.0393,-0.054,0.06204182,-0.065,0.0441,1669,1379,6,6,278.2,229.8
3,CA,637230,SONORA ELEMENTARY,0.0211,0.05939654,-0.0123,0.0483,-0.111,0.06198514,-0.0783,0.051,-0.132,0.08586184,-0.066,0.0508,409,470,5,6,81.8,78.3
9,CA,637290,SOQUEL UNION ELEMENTARY,0.213,0.04458942,0.203,0.0382,0.136,0.0474265,0.144,0.0408,-0.0771,0.06507377,-0.0589,0.0452,1238,1154,6,6,206.3,192.3
1,CA,637320,SOULSBYVILLE ELEMENTARY,-0.118,0.06225244,-0.162,0.0501,-0.288,0.06475773,-0.242,0.053,-0.17,0.08982659,-0.0798,0.0516,353,311,6,6,58.8,51.8
11,CA,637350,SOUTH BAY UNION ELEMENTARY,-0.32,0.07758231,-0.299,0.0593,-0.337,0.0732651,-0.348,0.0593,-0.0171,0.10553412,-0.0494,0.0542,253,239,5,6,50.6,39.8
11,CA,637380,SOUTH BAY UNION,-0.303,0.0389391,-0.319,0.0343,-0.467,0.04133119,-0.453,0.0363,-0.163,0.05674008,-0.134,0.0421,4221,3704,6,6,703.5,617.3
11,CA,637500,SOUTH PASADENA UNIFIED,0.96,0.04685987,0.927,0.0397,0.897,0.04845826,0.915,0.0418,-0.063,0.06725834,-0.0121,0.046,2233,2092,6,6,372.2,348.7
10,CA,637530,SOUTH SAN FRANCISCO UNIFIED,-0.0598,0.03810271,-0.0456,0.0336,-0.0285,0.04044398,-0.0444,0.0357,0.0312,0.05557238,0.00118,0.0416,3736,3317,6,6,622.7,552.8
11,CA,637560,SOUTH WHITTIER ELEMENTARY,-0.412,0.04220883,-0.408,0.0366,-0.467,0.04564009,-0.468,0.0396,-0.0552,0.06207692,-0.0608,0.0442,1825,1548,6,6,304.2,258.0
11,CA,637620,SOUTHERN KERN UNIFIED,-0.542,0.05330617,-0.558,0.0435,-0.686,0.04709854,-0.66,0.0411,-0.144,0.07120795,-0.102,0.0473,1054,1647,4,6,263.5,274.5
11,CA,637710,SPRECKELS UNION ELEMENTARY,0.219,0.04939395,0.187,0.0416,0.0634,0.05277686,0.0939,0.0446,-0.156,0.07226159,-0.0929,0.0474,628,616,6,6,104.7,102.7
11,CA,637830,SAINT HELENA UNIFIED,0.176,0.05524406,0.186,0.0453,0.185,0.05644492,0.169,0.0474,0.00912,0.07895356,-0.0166,0.0491,495,472,6,6,82.5,78.7
10,CA,637890,STANDARD ELEMENTARY,-0.686,0.04840507,-0.657,0.0405,-0.668,0.04552194,-0.685,0.0398,0.0181,0.06651515,-0.0286,0.0457,1647,1854,5,6,329.4,309.0
10,CA,637950,STANISLAUS UNION ELEMENTARY,-0.135,0.04132274,-0.15,0.0359,-0.255,0.043605,-0.239,0.0381,-0.12,0.06008502,-0.0898,0.0434,2330,2207,6,6,388.3,367.8
10,CA,638010,STOCKTON UNIFIED,-0.647,0.03526891,-0.629,0.0314,-0.658,0.03718946,-0.673,0.0333,-0.011,0.05124586,-0.0439,0.0397,17588,16261,6,6,2931.3,2710.2
11,CA,638130,STRATHMORE UNION ELEMENTARY,-0.464,0.05609025,-0.459,0.0462,-0.545,0.06050334,-0.541,0.0499,-0.0811,0.08239596,-0.0816,0.0501,519,471,6,6,86.5,78.5
8,CA,638220,SULPHUR SPRINGS UNION,0.149,0.05384772,0.128,0.0457,0.00873,0.05556697,0.0481,0.0457,-0.14,0.06677473,-0.0801,0.0458,3010,2850,4,4,752.5,712.5
11,CA,638340,SUNDALE UNION ELEMENTARY,0.0678,0.05735856,0.0737,0.0473,0.0456,0.06295138,0.0339,0.0513,-0.0222,0.08516272,-0.0398,0.0506,534,508,6,6,89.0,84.7
11,CA,638460,SUNNYVALE,0.203,0.03969596,0.193,0.0347,0.154,0.0419991,0.16,0.0369,-0.0489,0.05778196,-0.0332,0.0425,4056,3342,6,6,676.0,557.0
0,CA,638550,SUSANVILLE ELEMENTARY,-0.532,0.05606483,-0.498,0.0456,-0.506,0.05496178,-0.531,0.0466,0.0262,0.07848948,-0.0327,0.049,675,625,6,6,112.5,104.2
4,CA,638670,SYLVAN UNION ELEMENTARY,-0.0344,0.03689933,-0.0425,0.0326,-0.123,0.03882272,-0.115,0.0345,-0.0886,0.05355684,-0.0728,0.0407,5590,5174,6,6,931.7,862.3
11,CA,638700,TAFT CITY,-0.339,0.04370003,-0.368,0.0376,-0.542,0.0470616,-0.506,0.0405,-0.203,0.06418908,-0.138,0.0449,1495,1460,6,6,249.2,243.3
8,CA,638770,TAHOE-TRUCKEE UNIFIED,0.166,0.04105438,0.167,0.0358,0.155,0.04483486,0.15,0.0389,-0.0106,0.06078467,-0.0166,0.0438,1802,1665,6,6,300.3,277.5
11,CA,638980,TEMPLE CITY UNIFIED,0.446,0.04154556,0.465,0.0361,0.543,0.04579526,0.514,0.0396,0.0977,0.06179048,0.0495,0.0441,2558,2289,6,6,426.3,381.5
11,CA,639000,TEMPLETON UNIFIED,0.192,0.04711273,0.179,0.0399,0.131,0.04916815,0.138,0.0423,-0.0618,0.06781152,-0.0411,0.0461,1042,907,6,6,173.7,151.2
11,CA,639060,TERRA BELLA UNION ELEMENTARY,-0.548,0.05592764,-0.47,0.0457,-0.388,0.05564751,-0.454,0.047,0.16,0.07889491,0.0157,0.0491,571,537,6,6,95.2,89.5
2,CA,639180,THERMALITO UNION ELEMENTARY,-0.516,0.04886665,-0.49,0.0412,-0.504,0.0519222,-0.526,0.044,0.0122,0.07125805,-0.0362,0.0471,990,931,6,6,165.0,155.2
11,CA,639300,TIPTON ELEMENTARY,-0.19,0.06549851,-0.186,0.0504,-0.265,0.0560183,-0.263,0.0483,-0.0754,0.08606993,-0.0765,0.0505,308,364,5,6,61.6,60.7
11,CA,639420,TORRANCE UNIFIED,0.328,0.03561341,0.344,0.0317,0.419,0.03781399,0.398,0.0338,0.0906,0.05193281,0.0537,0.04,10121,9285,6,6,1686.8,1547.5
10,CA,639630,TRAVIS UNIFIED,0.0322,0.03952356,0.035,0.0345,-0.00325,0.04106852,-0.00696,0.0363,-0.0355,0.05696252,-0.0419,0.0422,2397,2247,6,6,399.5,374.5
7,CA,639870,TULARE CITY,-0.417,0.03642706,-0.412,0.0323,-0.465,0.03842812,-0.468,0.0342,-0.0485,0.05294835,-0.0565,0.0405,6236,6150,6,6,1039.3,1025.0
10,CA,640150,TUSTIN UNIFIED,0.197,0.0358205,0.201,0.0319,0.196,0.03811186,0.189,0.034,-0.000822,0.05230112,-0.0124,0.0402,10464,9377,6,6,1744.0,1562.8
11,CA,640230,TWIN HILLS UNION ELEMENTARY,0.198,0.05341877,0.232,0.0436,0.251,0.05144593,0.226,0.0444,0.0534,0.07365504,-0.00624,0.0476,528,569,5,6,105.6,94.8
11,CA,640300,UKIAH UNIFIED,-0.432,0.03976055,-0.438,0.0348,-0.541,0.04284747,-0.53,0.0375,-0.109,0.05848243,-0.092,0.0429,2631,2471,6,6,438.5,411.8
11,CA,640320,UNION ELEMENTARY,0.741,0.04060817,0.721,0.0353,0.688,0.04229079,0.699,0.0372,-0.0532,0.05856253,-0.0215,0.0428,3956,3692,6,6,659.3,615.3
11,CA,640380,UNION HILL ELEMENTARY,-0.04,0.06457903,-0.0422,0.0509,-0.0901,0.06126474,-0.0908,0.0512,-0.0501,0.0890108,-0.0486,0.0513,411,432,6,6,68.5,72.0
11,CA,640590,VACAVILLE UNIFIED,-0.093,0.03641732,-0.0956,0.0323,-0.14,0.03856904,-0.138,0.0343,-0.0473,0.0530528,-0.0425,0.0405,5493,5186,6,6,915.5,864.3
11,CA,640650,VALLE LINDO ELEMENTARY,-0.0264,0.04895985,-0.00417,0.0416,0.0481,0.05633856,0.0138,0.0468,0.0745,0.07445927,0.018,0.0482,747,614,6,6,124.5,102.3
11,CA,640680,VALLECITO UNION,0.0804,0.06605941,0.0851,0.0519,0.0776,0.0635153,0.0682,0.0528,-0.00274,0.09162094,-0.0169,0.0518,382,352,6,6,63.7,58.7
11,CA,640740,VALLEJO CITY UNIFIED,-0.624,0.04201641,-0.611,0.0363,-0.657,0.04126262,-0.663,0.0364,-0.0323,0.05907559,-0.0524,0.0432,4808,4322,5,6,961.6,720.3
9,CA,640980,VENTURA UNIFIED,0.000399,0.04049386,-0.0187,0.0351,-0.122,0.03854274,-0.106,0.0344,-0.122,0.05620165,-0.087,0.042,6032,6209,5,6,1206.4,1034.8
10,CA,641040,VICTOR ELEMENTARY,-0.489,0.05180422,-0.493,0.0443,-0.561,0.05357986,-0.57,0.0445,-0.072,0.06455334,-0.0777,0.0451,7239,7142,4,4,1809.8,1785.5
11,CA,641160,VISALIA UNIFIED,-0.144,0.03504969,-0.162,0.0313,-0.3,0.03707855,-0.281,0.0332,-0.156,0.05102804,-0.119,0.0396,13227,12700,6,6,2204.5,2116.7
11,CA,641190,VISTA UNIFIED,-0.149,0.03568396,-0.158,0.0317,-0.238,0.03767369,-0.228,0.0337,-0.0896,0.05189729,-0.0694,0.04,8819,8116,6,6,1469.8,1352.7
10,CA,641250,WALNUT CREEK ELEMENTARY,0.524,0.04161878,0.515,0.036,0.511,0.04349002,0.512,0.0381,-0.0136,0.06012861,-0.00381,0.0434,2275,2144,6,6,379.2,357.3
10,CA,641280,WALNUT VALLEY UNIFIED,0.672,0.03827522,0.676,0.0336,0.713,0.04011139,0.702,0.0355,0.0405,0.05540911,0.0259,0.0415,6078,5910,6,6,1013.0,985.0
10,CA,641400,WASCO UNION ELEMENTARY,-0.487,0.04191442,-0.464,0.0362,-0.453,0.04321179,-0.473,0.0378,0.0343,0.06019668,-0.0099,0.0434,2319,2263,6,6,386.5,377.2
11,CA,641610,WASHINGTON UNION ELEMENTARY,0.385,0.05220663,0.392,0.0433,0.403,0.05408004,0.389,0.0457,0.0179,0.07507668,-0.00291,0.0481,584,508,6,6,97.3,84.7
11,CA,641790,WAUGH ELEMENTARY,0.404,0.07203714,0.452,0.0572,0.588,0.07769427,0.51,0.0586,0.184,0.09047605,0.0572,0.0519,491,409,4,4,122.8,102.3
11,CA,641880,WEAVER UNION,-0.236,0.04066443,-0.253,0.0354,-0.36,0.04269026,-0.341,0.0374,-0.123,0.05896092,-0.0885,0.043,1870,1972,6,6,311.7,328.7
11,CA,642000,WEST COVINA UNIFIED,-0.06,0.03842848,-0.0748,0.0338,-0.155,0.04130551,-0.141,0.0364,-0.0953,0.05639773,-0.0658,0.042,3666,3235,6,6,611.0,539.2
11,CA,642120,WESTSIDE UNION ELEMENTARY,-0.102,0.03608434,-0.1,0.032,-0.14,0.03817572,-0.142,0.034,-0.0383,0.05252621,-0.042,0.0403,6478,5991,6,6,1079.7,998.5
2,CA,642140,WESTERN PLACER UNIFIED,0.159,0.03804084,0.172,0.0335,0.202,0.04032345,0.185,0.0356,0.0432,0.05543651,0.0131,0.0415,3241,3140,6,6,540.2,523.3
8,CA,642150,WESTMINSTER,0.116,0.03740013,0.122,0.033,0.117,0.03923349,0.108,0.0349,0.00104,0.05422093,-0.0134,0.0411,5984,5411,6,6,997.3,901.8
11,CA,642330,WHEATLAND,-0.0519,0.07066276,-0.0118,0.0507,0.0342,0.05194083,0.00451,0.0463,0.0861,0.08679735,0.0163,0.0496,444,754,3,6,148.0,125.7
11,CA,642450,WHITTIER CITY ELEMENTARY,-0.116,0.03781542,-0.125,0.0333,-0.197,0.03988376,-0.187,0.0353,-0.0808,0.05497356,-0.0625,0.0414,3929,3563,6,6,654.8,593.8
3,CA,642540,WILLIAMS UNIFIED,-0.76,0.05739944,-0.698,0.0465,-0.654,0.05672325,-0.702,0.0478,0.106,0.08068822,-0.00447,0.0494,629,600,6,6,104.8,100.0
3,CA,642710,WILLOWS UNIFIED,-0.545,0.05686221,-0.573,0.0463,-0.728,0.05655083,-0.694,0.0476,-0.183,0.08024375,-0.122,0.0495,526,561,5,6,105.2,93.5
11,CA,642810,WILSONA ELEMENTARY,-0.636,0.04955777,-0.684,0.0422,-0.936,0.05983377,-0.86,0.049,-0.3,0.07707353,-0.177,0.049,812,815,6,6,135.3,135.8
8,CA,642930,WINTERS JOINT UNIFIED,-0.397,0.05585512,-0.39,0.0457,-0.438,0.05664965,-0.44,0.0475,-0.0408,0.07955968,-0.0492,0.0493,670,647,6,6,111.7,107.8
11,CA,642960,WINTON,-0.0327,0.04441407,-0.059,0.0381,-0.179,0.04780174,-0.151,0.0411,-0.146,0.06522478,-0.0925,0.0453,1285,1202,6,6,214.2,200.3
11,CA,643080,WOODLAND JOINT UNIFIED,-0.301,0.03748702,-0.3,0.0331,-0.359,0.04001591,-0.358,0.0354,-0.0586,0.05483329,-0.0573,0.0413,4496,4104,6,6,749.3,684.0
11,CA,643200,WRIGHT ELEMENTARY,0.0465,0.04671574,0.0484,0.0401,0.0212,0.04989698,0.0173,0.0423,-0.0253,0.06758814,-0.0311,0.046,883,780,6,6,147.2,130.0
1,CA,643380,YREKA UNION ELEMENTARY,-0.395,0.05377071,-0.404,0.0445,-0.488,0.0562545,-0.474,0.047,-0.0931,0.07788524,-0.0705,0.0487,639,564,6,6,106.5,94.0
8,CA,643470,YUBA CITY UNIFIED,-0.175,0.03670396,-0.203,0.0325,-0.369,0.03927005,-0.339,0.0348,-0.194,0.05375642,-0.136,0.0408,5555,5013,6,6,925.8,835.5
11,CA,643560,YUCAIPA-CALIMESA JOINT UNIFIED,-0.163,0.0377553,-0.18,0.0333,-0.298,0.04004347,-0.279,0.0354,-0.135,0.05503322,-0.0992,0.0414,3913,3578,6,6,652.2,596.3
10,CA,684500,IRVINE UNIFIED,0.696,0.03573097,0.695,0.0318,0.708,0.03763939,0.703,0.0336,0.0128,0.05190385,0.00803,0.04,16299,16539,6,6,2716.5,2756.5
11,CA,691134,GOLDEN PLAINS UNIFIED,-1.07,0.06632332,-0.931,0.0517,-0.84,0.06223666,-0.93,0.0523,0.226,0.09060929,0.000377,0.0518,759,638,6,6,126.5,106.3
10,CA,691135,VAL VERDE UNIFIED,-0.238,0.03567172,-0.255,0.0317,-0.367,0.03781095,-0.349,0.0338,-0.129,0.05198721,-0.0942,0.04,9156,8391,6,6,1526.0,1398.5
10,CO,802580,SCHOOL DISTRICT 27J,-0.00197,0.05293111,-0.0254,0.0383,-0.177,0.03306747,-0.164,0.0304,-0.175,0.06316269,-0.139,0.0398,4319,8629,3,6,1439.7,1438.2
10,CO,804920,WELD COUNTY SCHOOL DISTRICT RE-3J,-0.179,0.06761436,-0.152,0.0448,-0.216,0.04160686,-0.225,0.0377,-0.0366,0.08012051,-0.0729,0.0434,559,1130,3,6,186.3,188.3
8,CO,806900,ADAMS 12 FIVE STAR SCHOOLS,0.0936,0.05176969,0.0882,0.0378,-0.00316,0.03254776,-0.00106,0.0299,-0.0968,0.06188997,-0.0893,0.0395,8645,13489,3,6,2881.7,2248.2
2,CO,807230,WESTMINSTER PUBLIC SCHOOLS,-0.361,0.0569351,-0.341,0.0401,-0.43,0.03604612,-0.435,0.0327,-0.0689,0.0686063,-0.0941,0.0411,2010,3342,3,6,670.0,557.0
6,CT,900060,ANSONIA SCHOOL DISTRICT,-0.292,0.04702781,-0.316,0.0421,-0.595,0.05133715,-0.557,0.0457,-0.303,0.0696562,-0.241,0.0541,1044,1041,6,6,174.0,173.5
2,CT,900120,AVON SCHOOL DISTRICT,0.788,0.04780648,0.776,0.0423,0.637,0.04743777,0.642,0.0429,-0.151,0.06731331,-0.133,0.0527,1493,1407,6,6,248.8,234.5
3,CT,900210,BERLIN SCHOOL DISTRICT,0.299,0.04424122,0.31,0.0397,0.261,0.04533702,0.249,0.0413,-0.038,0.06325986,-0.0601,0.0508,1251,1135,6,6,208.5,189.2
3,CT,900270,BETHEL SCHOOL DISTRICT,0.395,0.04429162,0.38,0.0397,0.202,0.04424813,0.215,0.0404,-0.194,0.06255052,-0.165,0.0503,1453,1446,6,6,242.2,241.0
9,CT,900330,BLOOMFIELD SCHOOL DISTRICT,-0.212,0.05115645,-0.187,0.0447,-0.244,0.0525075,-0.261,0.0468,-0.032,0.07323353,-0.0737,0.0553,832,768,6,6,138.7,128.0
9,CT,900360,BOLTON SCHOOL DISTRICT,0.527,0.06308466,0.494,0.0532,0.293,0.06554362,0.323,0.0564,-0.234,0.09083621,-0.171,0.0622,350,338,6,6,58.3,56.3
