Online_months,stateabb,sedaadmin,sedaadminname,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
5,MI,2608070,CARROLLTON PUBLIC SCHOOLS,-0.309,0.05781747,-0.328,0.0476,-0.589,0.06815067,-0.556,0.0558,-0.28,0.08899032,-0.228,0.0538,773,698,6,6,128.8,116.3
0,MI,2608400,CASS CITY PUBLIC SCHOOLS,0.247,0.06314787,0.226,0.051,0.0914,0.07104729,0.103,0.0579,-0.156,0.09503126,-0.123,0.0549,448,417,6,6,74.7,69.5
1,MI,2608520,CEDAR SPRINGS PUBLIC SCHOOLS,0.162,0.05094067,0.131,0.0426,-0.0688,0.05434559,-0.0424,0.0466,-0.231,0.07448601,-0.174,0.0497,1562,1367,6,6,260.3,227.8
9,MI,2608580,CENTER LINE PUBLIC SCHOOLS,-0.376,0.05517055,-0.349,0.0455,-0.487,0.06126543,-0.51,0.0515,-0.111,0.0822215,-0.162,0.0519,1124,1019,6,6,187.3,169.8
2,MI,2608640,CENTRAL MONTCALM PUBLIC SCHOOLS,-0.306,0.06174099,-0.302,0.0498,-0.495,0.06658396,-0.495,0.0551,-0.189,0.09092906,-0.193,0.0541,706,622,6,6,117.7,103.7
2,MI,2608770,CHARLOTTE PUBLIC SCHOOLS,-0.0997,0.05480983,-0.119,0.045,-0.316,0.05678278,-0.295,0.0484,-0.217,0.07894159,-0.176,0.0507,1064,1058,6,6,177.3,176.3
0,MI,2608910,CHEBOYGAN AREA SCHOOLS,-0.0365,0.05736668,0.00737,0.0469,-0.0164,0.06241363,-0.0664,0.0523,0.0201,0.08465821,-0.0738,0.0525,682,596,6,6,113.7,99.3
7,MI,2608940,CHELSEA SCHOOL DISTRICT,0.333,0.05393944,0.334,0.0444,0.246,0.05539802,0.233,0.0475,-0.0869,0.07733874,-0.101,0.0505,1061,1019,6,6,176.8,169.8
9,MI,2609150,CHESANING UNION SCHOOLS,0.226,0.05748742,0.168,0.0473,-0.107,0.06594477,-0.0488,0.0541,-0.333,0.08750837,-0.217,0.0531,625,627,6,6,104.2,104.5
9,MI,2609560,CHIPPEWA HILLS SCHOOL DISTRICT,-0.0457,0.05358319,-0.00982,0.0444,-0.0239,0.05801832,-0.0643,0.0492,0.0218,0.07894505,-0.0545,0.051,877,773,6,6,146.2,128.8
7,MI,2609570,CHIPPEWA VALLEY SCHOOLS,0.103,0.04665318,0.105,0.0395,-0.0157,0.04857937,-0.0215,0.0425,-0.118,0.06733753,-0.127,0.0473,7087,6119,6,6,1181.2,1019.8
0,MI,2609750,CLARE PUBLIC SCHOOLS,0.032,0.05679696,0.0167,0.0465,-0.189,0.06135525,-0.172,0.0516,-0.221,0.08363117,-0.189,0.0524,740,707,6,6,123.3,117.8
9,MI,2609840,CLARENCEVILLE SCHOOL DISTRICT,-0.226,0.05620777,-0.259,0.0467,-0.518,0.0662899,-0.472,0.0542,-0.291,0.08692983,-0.214,0.0533,836,732,6,6,139.3,122.0
9,MI,2609900,CLARKSTON COMMUNITY SCHOOL DISTRICT,0.329,0.0484377,0.325,0.0407,0.224,0.05040809,0.22,0.0439,-0.105,0.06989306,-0.105,0.0482,3134,3158,6,6,522.3,526.3
6,MI,2609930,CLAWSON PUBLIC SCHOOLS,0.0834,0.05849703,0.106,0.048,0.0412,0.0654363,0.00813,0.0539,-0.0422,0.08792181,-0.0982,0.0535,650,531,6,6,108.3,88.5
5,MI,2610050,CLINTON COMMUNITY SCHOOLS,0.124,0.05901356,0.149,0.0479,0.0909,0.06339506,0.0581,0.053,-0.0328,0.08657311,-0.0909,0.0529,569,518,6,6,94.8,86.3
2,MI,2610080,CLINTONDALE COMMUNITY SCHOOLS,-0.297,0.06182824,-0.332,0.0488,-0.605,0.05983629,-0.571,0.0507,-0.308,0.08691331,-0.239,0.0533,608,715,5,6,121.6,119.2
0,MI,2610110,CLIO AREA SCHOOL DISTRICT,0.0625,0.0522898,0.046,0.0435,-0.111,0.05666282,-0.0957,0.0481,-0.174,0.07710393,-0.142,0.0504,1297,1134,6,6,216.2,189.0
9,MI,2610140,COLDWATER COMMUNITY SCHOOLS,-0.161,0.05366062,-0.142,0.0442,-0.275,0.05586197,-0.291,0.0479,-0.115,0.0774023,-0.149,0.0506,1261,1220,6,6,210.2,203.3
0,MI,2610380,COLOMA COMMUNITY SCHOOLS,-0.311,0.06230742,-0.265,0.0499,-0.352,0.06520893,-0.392,0.0545,-0.0406,0.09016065,-0.127,0.0537,563,475,6,6,93.8,79.2
7,MI,2610620,COMSTOCK PARK PUBLIC SCHOOLS,-0.0537,0.05473021,-0.0306,0.045,-0.108,0.0584829,-0.134,0.0496,-0.0547,0.08004257,-0.104,0.0511,816,784,6,6,136.0,130.7
0,MI,2610750,CONSTANTINE PUBLIC SCHOOL DISTRICT,-0.174,0.05820496,-0.183,0.0477,-0.412,0.0661543,-0.393,0.0546,-0.238,0.08790449,-0.21,0.0533,668,582,6,6,111.3,97.0
0,MI,2610830,COOPERSVILLE AREA PUBLIC SCHOOL DISTRICT,0.061,0.05386121,0.0618,0.0445,-0.0787,0.05719811,-0.0845,0.0486,-0.14,0.07858857,-0.146,0.0509,1188,1101,6,6,198.0,183.5
0,MI,2610860,CORUNNA PUBLIC SCHOOLS,-0.265,0.06113584,-0.199,0.0491,-0.244,0.06447382,-0.304,0.054,0.021,0.08870763,-0.105,0.0533,766,663,6,6,127.7,110.5
1,MI,2611030,CRAWFORD AUSABLE SCHOOLS,0.0657,0.05794857,0.0695,0.0475,-0.0462,0.06441703,-0.0553,0.0535,-0.112,0.0866826,-0.125,0.0531,685,711,6,6,114.2,118.5
0,MI,2611140,CROSWELL-LEXINGTON COMMUNITY SCHOOLS,0.0487,0.05582308,0.0821,0.0457,0.0459,0.05801773,0.0108,0.0493,-0.00273,0.08054765,-0.0713,0.0514,953,819,6,6,158.8,136.5
0,MI,2611400,DANSVILLE SCHOOLS,0.0975,0.06440787,0.101,0.0519,-0.017,0.07389396,-0.0285,0.0594,-0.115,0.09812941,-0.129,0.0552,326,309,6,6,54.3,51.5
9,MI,2611430,DAVISON COMMUNITY SCHOOLS,0.286,0.04907887,0.285,0.0412,0.181,0.05134574,0.175,0.0446,-0.106,0.07099509,-0.11,0.0486,2671,2409,6,6,445.2,401.5
8,MI,2611550,DEWITT PUBLIC SCHOOLS,0.475,0.05283696,0.461,0.0437,0.364,0.05443625,0.366,0.0469,-0.111,0.07587082,-0.0957,0.0501,1394,1388,6,6,232.3,231.3
9,MI,2611600,DEARBORN CITY SCHOOL DISTRICT,-0.00957,0.04647461,-0.0278,0.0394,-0.216,0.04838902,-0.199,0.0424,-0.206,0.06707948,-0.171,0.0472,9351,8591,6,6,1558.5,1431.8
0,MI,2611610,DEARBORN HEIGHTS SCHOOL DISTRICT #7,-0.346,0.05394382,-0.339,0.0445,-0.524,0.0570814,-0.526,0.0486,-0.179,0.07853125,-0.187,0.0507,1165,1048,6,6,194.2,174.7
2,MI,2611670,DECATUR PUBLIC SCHOOLS,-0.0515,0.062087,-0.0661,0.0498,-0.228,0.06542363,-0.211,0.0545,-0.176,0.0902144,-0.145,0.0538,340,330,6,6,56.7,55.0
0,MI,2611910,DELTON KELLOGG SCHOOLS,-0.23,0.06255489,-0.187,0.0503,-0.298,0.06840103,-0.338,0.0564,-0.0684,0.09259065,-0.151,0.0543,536,435,6,6,89.3,72.5
6,MI,2612030,DEXTER COMMUNITY SCHOOL DISTRICT,0.436,0.05309472,0.428,0.0438,0.325,0.05410196,0.318,0.0466,-0.11,0.0758385,-0.11,0.0501,1586,1466,6,6,264.3,244.3
1,MI,2612150,DOWAGIAC UNION SCHOOL DISTRICT,-0.314,0.05408307,-0.291,0.0448,-0.436,0.06007386,-0.456,0.0506,-0.123,0.08074734,-0.165,0.0516,977,860,6,6,162.8,143.3
7,MI,2612300,DUNDEE COMMUNITY SCHOOLS,0.27,0.0584026,0.247,0.0472,0.108,0.05894632,0.123,0.0501,-0.162,0.08299489,-0.124,0.052,770,780,6,6,128.3,130.0
8,MI,2612330,DURAND AREA SCHOOLS,0.0497,0.05895816,-0.0161,0.048,-0.307,0.06451793,-0.24,0.0536,-0.356,0.08736956,-0.223,0.053,596,544,6,6,99.3,90.7
2,MI,2612420,EAST CHINA SCHOOL DISTRICT,0.0838,0.05052799,0.0694,0.0422,-0.122,0.05329302,-0.11,0.046,-0.206,0.07339851,-0.179,0.0494,1849,1586,6,6,308.2,264.3
2,MI,2612480,EAST GRAND RAPIDS PUBLIC SCHOOLS,0.726,0.0549165,0.703,0.045,0.632,0.05608321,0.636,0.048,-0.0942,0.0785247,-0.067,0.0508,1307,1293,6,6,217.8,215.5
5,MI,2612600,EAST LANSING SCHOOL DISTRICT,0.389,0.0540816,0.348,0.0445,0.176,0.05622589,0.205,0.0481,-0.214,0.07801402,-0.143,0.0507,1646,1535,6,6,274.3,255.8
9,MI,2612690,EATON RAPIDS PUBLIC SCHOOLS,-0.0449,0.05426584,-0.0352,0.0447,-0.155,0.05809577,-0.167,0.0493,-0.11,0.07945788,-0.132,0.051,965,844,6,6,160.8,140.7
0,MI,2612990,EDWARDSBURG PUBLIC SCHOOLS,0.442,0.05248113,0.436,0.0436,0.365,0.05631287,0.358,0.048,-0.0773,0.07696743,-0.0782,0.0504,1283,1221,6,6,213.8,203.5
0,MI,2613050,ELK RAPIDS SCHOOLS,0.405,0.06038461,0.393,0.0491,0.292,0.06718938,0.289,0.0553,-0.113,0.09033311,-0.103,0.0539,538,478,6,6,89.7,79.7
9,MI,2613090,ELKTON-PIGEON-BAY PORT LAKER SCHOOLS,0.0903,0.06597585,0.0938,0.0519,-0.00552,0.066468,-0.0147,0.0557,-0.0958,0.09364314,-0.109,0.0544,432,409,6,6,72.0,68.2
9,MI,2613500,ESCANABA AREA PUBLIC SCHOOLS,-0.0204,0.05280296,0.00197,0.0439,-0.0604,0.05686875,-0.0849,0.0483,-0.04,0.07760096,-0.0869,0.0506,928,852,6,6,154.7,142.0
8,MI,2613530,ESSEXVILLE-HAMPTON PUBLIC SCHOOLS,0.0105,0.05593378,0.00948,0.046,-0.135,0.06104775,-0.137,0.0512,-0.146,0.08277178,-0.147,0.052,758,646,6,6,126.3,107.7
9,MI,2614070,FARMINGTON PUBLIC SCHOOL DISTRICT,0.223,0.04820593,0.229,0.0406,0.151,0.05078209,0.139,0.0441,-0.0726,0.07001058,-0.0899,0.0482,4020,3727,6,6,670.0,621.2
3,MI,2614100,FARWELL AREA SCHOOLS,-0.216,0.06380776,-0.251,0.0513,-0.529,0.07071674,-0.484,0.0578,-0.313,0.09517571,-0.233,0.0548,504,444,6,6,84.0,74.0
0,MI,2614230,FENNVILLE PUBLIC SCHOOLS,-0.25,0.06593232,-0.211,0.0519,-0.314,0.06657708,-0.345,0.0554,-0.0647,0.09398353,-0.135,0.0547,477,570,5,6,95.4,95.0
2,MI,2614250,FENTON AREA PUBLIC SCHOOLS,0.168,0.05155165,0.196,0.0428,0.17,0.05350604,0.137,0.0462,0.0024,0.07426526,-0.0589,0.0495,1463,1295,6,6,243.8,215.8
9,MI,2614280,FERNDALE PUBLIC SCHOOLS,-0.323,0.06237863,-0.271,0.0498,-0.34,0.06423531,-0.385,0.0539,-0.0172,0.08948553,-0.114,0.0535,965,934,6,6,160.8,155.7
4,MI,2614460,FITZGERALD PUBLIC SCHOOLS,-0.345,0.05690185,-0.383,0.0473,-0.69,0.06912676,-0.631,0.0558,-0.345,0.08952641,-0.248,0.0537,969,779,6,6,161.5,129.8
9,MI,2614550,FLUSHING COMMUNITY SCHOOLS,0.0348,0.05064575,0.0242,0.0423,-0.144,0.0533118,-0.136,0.046,-0.179,0.0734984,-0.161,0.0494,1938,1731,6,6,323.0,288.5
4,MI,2614610,FOREST HILLS PUBLIC SCHOOLS,0.525,0.04812314,0.553,0.0406,0.566,0.05025207,0.527,0.0437,0.0406,0.06958202,-0.0253,0.0481,4497,4116,6,6,749.5,686.0
0,MI,2614690,GWINN AREA COMMUNITY SCHOOLS,-0.315,0.06062887,-0.318,0.049,-0.513,0.06520058,-0.502,0.0541,-0.198,0.08904185,-0.184,0.0534,472,474,6,6,78.7,79.0
0,MI,2614730,FOWLERVILLE COMMUNITY SCHOOLS,-0.063,0.05229142,-0.0786,0.0434,-0.276,0.0554057,-0.261,0.0474,-0.213,0.07620505,-0.182,0.0502,1292,1121,6,6,215.3,186.8
9,MI,2614760,FRANKENMUTH SCHOOL DISTRICT,0.448,0.06106117,0.401,0.0487,0.226,0.06016135,0.253,0.0512,-0.222,0.08572046,-0.148,0.0525,487,531,6,6,81.2,88.5
3,MI,2614820,FRASER PUBLIC SCHOOLS,0.0919,0.0497279,0.0493,0.0417,-0.217,0.0526535,-0.177,0.0455,-0.309,0.07238766,-0.226,0.049,2288,2081,6,6,381.3,346.8
7,MI,2615060,FREELAND COMMUNITY SCHOOL DISTRICT,0.309,0.05553537,0.326,0.0455,0.294,0.05847077,0.266,0.0496,-0.0151,0.08064379,-0.0602,0.0514,900,908,6,6,150.0,151.3
0,MI,2615150,FREMONT PUBLIC SCHOOL DISTRICT,-0.0823,0.05505788,-0.0426,0.0453,-0.0974,0.05834154,-0.139,0.0495,-0.0151,0.08021748,-0.0963,0.0512,914,817,6,6,152.3,136.2
5,MI,2615390,FRUITPORT COMMUNITY SCHOOLS,0.00676,0.05235533,0.0031,0.0435,-0.131,0.05561099,-0.129,0.0475,-0.137,0.07636907,-0.132,0.0502,1179,1143,6,6,196.5,190.5
8,MI,2615450,GALESBURG-AUGUSTA COMMUNITY SCHOOLS,-0.141,0.0637963,-0.11,0.0508,-0.209,0.06686734,-0.239,0.0556,-0.0679,0.0924066,-0.129,0.0541,465,428,6,6,77.5,71.3
5,MI,2615540,GARDEN CITY PUBLIC SCHOOLS,0.0902,0.05093361,0.00993,0.0427,-0.338,0.05594697,-0.255,0.0476,-0.428,0.07563806,-0.265,0.0501,1353,1208,6,6,225.5,201.3
0,MI,2615730,GAYLORD COMMUNITY SCHOOLS,0.194,0.05193025,0.189,0.0431,0.0509,0.05450095,0.0498,0.0468,-0.143,0.07528864,-0.139,0.0499,1353,1234,6,6,225.5,205.7
9,MI,2615870,GIBRALTAR SCHOOL DISTRICT,0.126,0.05140658,0.086,0.0428,-0.149,0.05408946,-0.114,0.0465,-0.275,0.07461092,-0.2,0.0497,1554,1552,6,6,259.0,258.7
9,MI,2615970,GLADSTONE AREA SCHOOLS,-0.0174,0.05850295,-0.00536,0.0475,-0.121,0.0614222,-0.136,0.0517,-0.104,0.08489479,-0.131,0.0526,684,662,6,6,114.0,110.3
4,MI,2615990,GLADWIN COMMUNITY SCHOOLS,0.0793,0.05551584,0.0569,0.0459,-0.147,0.06250837,-0.126,0.052,-0.226,0.08357972,-0.183,0.0523,762,691,6,6,127.0,115.2
0,MI,2616080,GODFREY-LEE PUBLIC SCHOOLS,-0.472,0.0546993,-0.479,0.0456,-0.713,0.06397497,-0.693,0.0528,-0.24,0.08419021,-0.214,0.0526,828,693,6,6,138.0,115.5
2,MI,2616110,GODWIN HEIGHTS PUBLIC SCHOOLS,-0.176,0.05336055,-0.19,0.0441,-0.392,0.05659673,-0.377,0.0483,-0.215,0.07773518,-0.187,0.0506,901,748,6,6,150.2,124.7
0,MI,2616320,GOODRICH AREA SCHOOLS,0.204,0.05388916,0.21,0.0445,0.122,0.05678248,0.108,0.0483,-0.0815,0.07833405,-0.102,0.0509,880,850,6,6,146.7,141.7
9,MI,2616350,GRAND BLANC COMMUNITY SCHOOLS,0.255,0.0480539,0.237,0.0405,0.0793,0.05024231,0.0908,0.0437,-0.175,0.06950241,-0.146,0.0481,3643,3304,6,6,607.2,550.7
0,MI,2616380,GRAND HAVEN AREA PUBLIC SCHOOLS,0.495,0.04937791,0.484,0.0415,0.404,0.05238311,0.403,0.0452,-0.0916,0.07198448,-0.0811,0.0489,2522,2237,6,6,420.3,372.8
9,MI,2616410,GRAND LEDGE PUBLIC SCHOOLS,0.232,0.04914749,0.235,0.0413,0.134,0.0517895,0.124,0.0448,-0.0985,0.07140087,-0.11,0.0487,2253,2163,6,6,375.5,360.5
9,MI,2616440,GRAND RAPIDS PUBLIC SCHOOLS,-0.5,0.04781645,-0.493,0.0404,-0.708,0.0512471,-0.708,0.0444,-0.208,0.07007103,-0.215,0.0483,7016,6087,6,6,1169.3,1014.5
1,MI,2616470,GRANDVILLE PUBLIC SCHOOLS,0.301,0.04893676,0.308,0.0411,0.24,0.05130255,0.225,0.0445,-0.0604,0.07087897,-0.0832,0.0485,2453,2347,6,6,408.8,391.2
0,MI,2616500,GRANT PUBLIC SCHOOL DISTRICT,-0.0989,0.05478642,-0.0787,0.0453,-0.195,0.0602795,-0.218,0.0506,-0.0958,0.08145148,-0.139,0.0517,800,664,6,6,133.3,110.7
0,MI,2616830,GRASS LAKE COMMUNITY SCHOOLS,0.0636,0.05776719,0.0662,0.047,-0.0633,0.06024803,-0.0705,0.0509,-0.127,0.08348281,-0.137,0.0522,610,606,6,6,101.7,101.0
8,MI,2617160,GREENVILLE PUBLIC SCHOOLS,0.0871,0.05132348,0.123,0.0427,0.119,0.05338614,0.0802,0.046,0.0316,0.07404337,-0.0427,0.0494,1689,1602,6,6,281.5,267.0
9,MI,2617220,GROSSE ILE TOWNSHIP SCHOOLS,0.472,0.0582152,0.402,0.0472,0.182,0.0607883,0.238,0.0513,-0.29,0.08416428,-0.164,0.0523,820,774,6,6,136.7,129.0
8,MI,2617250,GULL LAKE COMMUNITY SCHOOLS,0.25,0.05372504,0.276,0.0443,0.25,0.05558016,0.216,0.0476,-2.71e-05,0.07730271,-0.0593,0.0504,1292,1329,6,6,215.3,221.5
9,MI,2617400,HAMILTON COMMUNITY SCHOOLS,0.222,0.05249364,0.234,0.0435,0.178,0.0555516,0.158,0.0476,-0.0439,0.07638508,-0.0751,0.0503,1220,1095,6,6,203.3,182.5
9,MI,2617520,HAMTRAMCK SCHOOL DISTRICT OF THE CITY OF,-0.712,0.05934048,-0.675,0.0483,-0.861,0.06539827,-0.884,0.0542,-0.149,0.08828435,-0.209,0.0533,1382,1212,6,6,230.3,202.0
9,MI,2617640,HANOVER-HORTON SCHOOL DISTRICT,0.174,0.05943137,0.176,0.048,0.0741,0.06147564,0.0649,0.0518,-0.0995,0.08551595,-0.111,0.0525,487,472,6,6,81.2,78.7
8,MI,2617730,HARPER CREEK COMMUNITY SCHOOLS,-0.0645,0.05205528,-0.0661,0.0433,-0.233,0.05567168,-0.232,0.0475,-0.168,0.07620591,-0.166,0.0502,1294,1208,6,6,215.7,201.3
0,MI,2617820,HARRISON COMMUNITY SCHOOLS,-0.359,0.06056344,-0.355,0.0488,-0.573,0.06493726,-0.568,0.0541,-0.214,0.08878434,-0.213,0.0532,626,567,6,6,104.3,94.5
0,MI,2617860,HART PUBLIC SCHOOL DISTRICT,-0.195,0.0575327,-0.185,0.047,-0.355,0.06249666,-0.362,0.0524,-0.16,0.08484806,-0.177,0.0525,633,541,6,6,105.5,90.2
0,MI,2617880,HARTFORD PUBLIC SCHOOLS,-0.393,0.05923116,-0.42,0.0484,-0.716,0.06703147,-0.675,0.0552,-0.323,0.08936712,-0.256,0.0537,606,581,6,6,101.0,96.8
0,MI,2617910,HARTLAND CONSOLIDATED SCHOOLS,0.484,0.04918687,0.452,0.0413,0.306,0.05192443,0.328,0.0449,-0.178,0.0715052,-0.124,0.0487,2412,2199,6,6,402.0,366.5
9,MI,2617940,HASLETT PUBLIC SCHOOLS,0.59,0.05717827,0.55,0.0466,0.408,0.0603068,0.43,0.0509,-0.182,0.08308613,-0.12,0.052,1169,1128,6,6,194.8,188.0
7,MI,2617970,HASTINGS AREA SCHOOL DISTRICT,0.0306,0.05438112,0.0525,0.0446,-0.0321,0.0553717,-0.0553,0.0476,-0.0627,0.07756512,-0.108,0.0505,1145,1104,6,6,190.8,184.0
3,MI,2618030,HAZEL PARK SCHOOL DISTRICT OF THE CITY OF,-0.641,0.05708714,-0.608,0.0473,-0.779,0.0677536,-0.804,0.0553,-0.138,0.08849656,-0.196,0.0536,1097,879,6,6,182.8,146.5
9,MI,2618180,HEMLOCK PUBLIC SCHOOL DISTRICT,0.123,0.06253312,0.109,0.0498,-0.0276,0.0636504,-0.0188,0.0535,-0.15,0.08923312,-0.127,0.0534,480,475,6,6,80.0,79.2
2,MI,2618270,HESPERIA COMMUNITY SCHOOLS,-0.299,0.06052507,-0.294,0.0493,-0.474,0.06830313,-0.474,0.056,-0.175,0.09122128,-0.179,0.054,404,364,6,6,67.3,60.7
0,MI,2618390,HILLSDALE COMMUNITY SCHOOLS,-0.192,0.06839345,-0.195,0.0537,-0.377,0.07083192,-0.373,0.0583,-0.185,0.09854721,-0.178,0.0555,461,538,5,6,92.2,89.7
0,MI,2618420,HOLLAND CITY SCHOOL DISTRICT,-0.0822,0.05341669,-0.0759,0.0442,-0.192,0.05728407,-0.2,0.0487,-0.11,0.07830409,-0.124,0.0508,1377,1169,6,6,229.5,194.8
3,MI,2618450,HOLLY AREA SCHOOL DISTRICT,0.217,0.05244137,0.165,0.0435,-0.0842,0.05550739,-0.0384,0.0474,-0.301,0.07635927,-0.204,0.0502,1394,1314,6,6,232.3,219.0
9,MI,2618480,HOLT PUBLIC SCHOOLS,0.0204,0.04989844,-0.00636,0.0418,-0.205,0.05303738,-0.18,0.0457,-0.225,0.07281976,-0.174,0.0492,2586,2121,6,6,431.0,353.5
0,MI,2618540,HOMER COMMUNITY SCHOOL DISTRICT,-0.403,0.06552921,-0.336,0.0524,-0.401,0.07283656,-0.466,0.0592,0.00205,0.09791307,-0.131,0.0554,480,408,6,6,80.0,68.0
9,MI,2618570,HOPKINS PUBLIC SCHOOLS,0.176,0.05538237,0.137,0.0456,-0.0391,0.06030685,-0.00443,0.0507,-0.215,0.08185191,-0.141,0.0517,764,657,6,6,127.3,109.5
9,MI,2618600,HOUGHTON LAKE COMMUNITY SCHOOLS,-0.181,0.06010487,-0.189,0.0488,-0.392,0.0662968,-0.381,0.0548,-0.211,0.08946436,-0.192,0.0536,541,499,6,6,90.2,83.2
0,MI,2618720,HOWELL PUBLIC SCHOOLS,0.152,0.04853806,0.149,0.0408,0.0256,0.05015156,0.0233,0.0437,-0.126,0.0697817,-0.126,0.0481,3031,2911,6,6,505.2,485.2
9,MI,2618810,HUDSON AREA SCHOOLS,-0.152,0.06345898,-0.249,0.0507,-0.634,0.06710358,-0.532,0.0556,-0.482,0.0923578,-0.283,0.0541,448,484,6,6,74.7,80.7
0,MI,2618840,HUDSONVILLE PUBLIC SCHOOL DISTRICT,0.575,0.04861604,0.541,0.0409,0.411,0.05073509,0.432,0.0441,-0.163,0.07024954,-0.108,0.0483,3176,2964,6,6,529.3,494.0
9,MI,2618930,HURON SCHOOL DISTRICT,0.0269,0.05345587,0.0346,0.0442,-0.0816,0.05640089,-0.0924,0.0481,-0.109,0.07774302,-0.127,0.0507,1174,1118,6,6,195.7,186.3
7,MI,2618990,HURON VALLEY SCHOOLS,0.228,0.04780474,0.207,0.0403,0.0303,0.04998401,0.0447,0.0435,-0.198,0.0691586,-0.163,0.0479,3837,3269,6,6,639.5,544.8
6,MI,2619050,IDA PUBLIC SCHOOL DISTRICT,0.235,0.05721756,0.252,0.0467,0.201,0.05950581,0.177,0.0503,-0.0335,0.08259434,-0.0749,0.052,645,681,6,6,107.5,113.5
0,MI,2619100,IMLAY CITY COMMUNITY SCHOOLS,0.0397,0.05468542,0.0264,0.0452,-0.158,0.06013951,-0.146,0.0506,-0.197,0.08123089,-0.172,0.0516,859,778,6,6,143.2,129.7
2,MI,2619250,IONIA PUBLIC SCHOOLS,-0.00614,0.05134724,-0.0385,0.043,-0.279,0.05575325,-0.247,0.0475,-0.273,0.07582994,-0.209,0.0502,1330,1230,6,6,221.7,205.0
0,MI,2619580,ITHACA PUBLIC SCHOOLS,0.0943,0.0591613,0.0813,0.0481,-0.073,0.06371521,-0.0647,0.0532,-0.167,0.08695225,-0.146,0.053,483,463,6,6,80.5,77.2
9,MI,2619620,JACKSON PUBLIC SCHOOLS,-0.462,0.05188107,-0.459,0.0436,-0.668,0.06033639,-0.662,0.0503,-0.206,0.07957669,-0.203,0.0512,1991,1644,6,6,331.8,274.0
9,MI,2619800,JEFFERSON SCHOOLS (MONROE),-0.0776,0.05725031,-0.0903,0.0472,-0.267,0.06496507,-0.252,0.0536,-0.19,0.08663097,-0.162,0.0531,685,580,6,6,114.2,96.7
0,MI,2619830,JENISON PUBLIC SCHOOLS,0.465,0.04956254,0.447,0.0415,0.349,0.05130161,0.356,0.0445,-0.115,0.0713106,-0.0907,0.0486,2246,2241,6,6,374.3,373.5
0,MI,2619920,JONESVILLE COMMUNITY SCHOOLS,-0.227,0.05811023,-0.142,0.0473,-0.108,0.06195,-0.193,0.052,0.12,0.08493138,-0.0506,0.0524,605,546,6,6,100.8,91.0
9,MI,2619950,KALAMAZOO PUBLIC SCHOOLS,-0.325,0.04884445,-0.307,0.0411,-0.452,0.05139411,-0.465,0.0445,-0.127,0.07088848,-0.158,0.0485,5875,5329,6,6,979.2,888.2
0,MI,2620050,KALKASKA PUBLIC SCHOOLS,-0.226,0.0589387,-0.206,0.0481,-0.329,0.0654639,-0.348,0.0542,-0.103,0.08806446,-0.142,0.0534,664,566,6,6,110.7,94.3
7,MI,2620070,KEARSLEY COMMUNITY SCHOOL DISTRICT,-0.0772,0.05258699,-0.107,0.0437,-0.355,0.0571287,-0.323,0.0486,-0.278,0.07757261,-0.216,0.0506,1309,1215,6,6,218.2,202.5
2,MI,2620160,KELLOGGSVILLE PUBLIC SCHOOLS,-0.64,0.06279814,-0.556,0.0495,-0.659,0.06199577,-0.712,0.0529,-0.0187,0.08767716,-0.155,0.053,1003,902,6,6,167.2,150.3
1,MI,2620280,KENOWA HILLS PUBLIC SCHOOLS,0.0882,0.05150929,0.0608,0.0428,-0.123,0.0539835,-0.0992,0.0464,-0.212,0.07460622,-0.16,0.0496,1308,1236,6,6,218.0,206.0
0,MI,2620310,KENT CITY COMMUNITY SCHOOLS,0.135,0.05674866,0.067,0.0465,-0.229,0.06155961,-0.162,0.0516,-0.364,0.083735,-0.23,0.0523,615,532,6,6,102.5,88.7
0,MI,2620340,KENTWOOD PUBLIC SCHOOLS,0.0294,0.04820739,0.0148,0.0406,-0.144,0.05046686,-0.132,0.0439,-0.174,0.06977918,-0.147,0.0481,3893,3797,6,6,648.8,632.8
0,MI,2620380,KINGSLEY AREA SCHOOLS,0.423,0.05714842,0.439,0.0469,0.407,0.06237005,0.368,0.0519,-0.0156,0.08458704,-0.0717,0.0523,721,669,6,6,120.2,111.5
0,MI,2620550,LAINGSBURG COMMUNITY SCHOOLS,0.237,0.06069488,0.232,0.049,0.132,0.06517467,0.127,0.0542,-0.106,0.08904234,-0.105,0.0535,528,493,6,6,88.0,82.2
2,MI,2620610,LAKE CITY AREA SCHOOL DISTRICT,-0.165,0.05954841,-0.147,0.0482,-0.257,0.06305697,-0.274,0.0529,-0.0923,0.086711,-0.127,0.053,531,518,6,6,88.5,86.3
9,MI,2620670,LAKE FENTON COMMUNITY SCHOOLS,0.285,0.05319035,0.237,0.0442,0.025,0.05790414,0.0694,0.049,-0.26,0.07862628,-0.167,0.0509,932,858,6,6,155.3,143.0
6,MI,2620730,LAKE ORION COMMUNITY SCHOOLS,0.546,0.04834975,0.513,0.0407,0.369,0.051107,0.391,0.0443,-0.177,0.07032797,-0.121,0.0483,3244,2891,6,6,540.7,481.8
